'0','igdbf01','Default_Bellato_Male_Gloves_1'
'2349','igkrt45','Solid_Intense_Dragon_Feather_Armlet(C)'
'2350','igkru45','Strength_Intense_Dragon_Feather_Armlet(C)'
'2351','igkrv45','Protection_Intense_Dragon_Feather_Armlet(C)'
'2352','igkrw45','Vampire_Intense_Dragon_Feather_Armlet(C)'
'2353','igkrx45','Guardian_Intense_Dragon_Feather_Armlet(C)'
'2354','igkry45','Sharp_Intense_Dragon_Feather_Armlet(C)'
'2355','igkrz45','Endurance_Intense_Dragon_Feather_Armlet(C)'
'2356','igkfq45','Advanced_Strength_Intense_Baal_Glove(C)'
'2357','igkfr45','Pain_Intense_Baal_Glove(C)'
'2358','igkfs45','Strong_Intense_Baal_Glove(C)'
'2359','igkft45','Solid_Intense_Baal_Glove(C)'
'2360','igkfu45','Strength_Intense_Baal_Glove(C)'
'2361','igkfv45','Protection_Intense_Baal_Glove(C)'
'2362','igkfw45','Vampire_Intense_Baal_Glove(C)'
'2363','igkfx45','Guardian_Intense_Baal_Glove(C)'
'2364','igkfy45','Sharp_Intense_Baal_Glove(C)'
'2365','igkfz45','Endurance_Intense_Baal_Glove(C)'
'2366','igkwq43','Advanced_Strength_Intense_Chip_Magnetic_Gauntlet(C)'
'2367','igkwr43','Pain_Intense_Chip_Magnetic_Gauntlet(C)'
'2368','igkws43','Strong_Intense_Chip_Magnetic_Gauntlet(C)'
'2369','igkwt43','Solid_Intense_Chip_Magnetic_Gauntlet(C)'
'2370','igkwu43','Strength_Intense_Chip_Magnetic_Gauntlet(C)'
'2371','igkwv43','Protection_Intense_Chip_Magnetic_Gauntlet(C)'
'2372','igkww43','Vampire_Intense_Chip_Magnetic_Gauntlet(C)'
'2373','igkwx43','Guardian_Intense_Chip_Magnetic_Gauntlet(C)'
'2374','igkwy43','Sharp_Intense_Chip_Magnetic_Gauntlet(C)'
'2375','igkwz43','Endurance_Intense_Chip_Magnetic_Gauntlet(C)'
'2376','igkrq43','Advanced_Strength_Intense_Feather_Armlet(C)'
'2377','igkrr43','Pain_Intense_Feather_Armlet(C)'
'2378','igkrs43','Strong_Intense_Feather_Armlet(C)'
'2379','igkrt43','Solid_Intense_Feather_Armlet(C)'
'2380','igkru43','Strength_Intense_Feather_Armlet(C)'
'2381','igkrv43','Protection_Intense_Feather_Armlet(C)'
'2382','igkrw43','Vampire_Intense_Feather_Armlet(C)'
'2383','igkrx43','Guardian_Intense_Feather_Armlet(C)'
'2384','igkry43','Sharp_Intense_Feather_Armlet(C)'
'2385','igkrz43','Endurance_Intense_Feather_Armlet(C)'
'2386','igkfq43','Advanced_Strength_Intense_Simple_Baal_Glove(C)'
'2387','igkfr43','Pain_Intense_Simple_Baal_Glove(C)'
'2388','igkfs43','Strong_Intense_Simple_Baal_Glove(C)'
'2389','igkft43','Solid_Intense_Simple_Baal_Glove(C)'
'2390','igkfu43','Strength_Intense_Simple_Baal_Glove(C)'
'2391','igkfv43','Protection_Intense_Simple_Baal_Glove(C)'
'2392','igkfw43','Vampire_Intense_Simple_Baal_Glove(C)'
'2393','igkfx43','Guardian_Intense_Simple_Baal_Glove(C)'
'2394','igkfy43','Sharp_Intense_Simple_Baal_Glove(C)'
'2395','igkfz43','Endurance_Intense_Simple_Baal_Glove(C)'
'2396','igkwq41','Advanced_Strength_Intense_Double_Core_Gauntlet(C)'
'2397','igkwr41','Pain_Intense_Double_Core_Gauntlet(C)'
'2398','igkws41','Strong_Intense_Double_Core_Gauntlet(C)'
'2399','igkwt41','Solid_Intense_Double_Core_Gauntlet(C)'
'2400','igkwu41','Strength_Intense_Double_Core_Gauntlet(C)'
'2401','igkwv41','Protection_Intense_Double_Core_Gauntlet(C)'
'2402','igkww41','Vampire_Intense_Double_Core_Gauntlet(C)'
'2403','igkwx41','Guardian_Intense_Double_Core_Gauntlet(C)'
'2404','igkwy41','Sharp_Intense_Double_Core_Gauntlet(C)'
'2405','igkwz41','Endurance_Intense_Double_Core_Gauntlet(C)'
'2406','igkrq41','Advanced_Strength_Intense_Ell_Armlet(C)'
'2407','igkrr41','Pain_Intense_Ell_Armlet(C)'
'2408','igkrs41','Strong_Intense_Ell_Armlet(C)'
'2409','igkrt41','Solid_Intense_Ell_Armlet(C)'
'2410','igkru41','Strength_Intense_Ell_Armlet(C)'
'2411','igkrv41','Protection_Intense_Ell_Armlet(C)'
'2412','igkrw41','Vampire_Intense_Ell_Armlet(C)'
'2413','igkrx41','Guardian_Intense_Ell_Armlet(C)'
'2414','igkry41','Sharp_Intense_Ell_Armlet(C)'
'2415','igkrz41','Endurance_Intense_Ell_Armlet(C)'
'2416','igkfq41','Advanced_Strength_Intense_Bless_Glove(C)'
'2417','igkfr41','Pain_Intense_Bless_Glove(C)'
'2418','igkfs41','Strong_Intense_Bless_Glove(C)'
'2419','igkft41','Solid_Intense_Bless_Glove(C)'
'2420','igkfu41','Strength_Intense_Bless_Glove(C)'
'2421','igkfv41','Protection_Intense_Bless_Glove(C)'
'2422','igkfw41','Vampire_Intense_Bless_Glove(C)'
'2423','igkfx41','Guardian_Intense_Bless_Glove(C)'
'2424','igkfy41','Sharp_Intense_Bless_Glove(C)'
'2425','igkfz41','Endurance_Intense_Bless_Glove(C)'
'2426','igkwq39','Advanced_Strength_Intense_Core_Armlet(C)'
'2427','igkwr39','Pain_Intense_Core_Armlet(C)'
'2428','igkws39','Strong_Intense_Core_Armlet(C)'
'2429','igkwt39','Solid_Intense_Core_Armlet(C)'
'2430','igkwu39','Strength_Intense_Core_Armlet(C)'
'2431','igkwv39','Protection_Intense_Core_Armlet(C)'
'2432','igkww39','Vampire_Intense_Core_Armlet(C)'
'2433','igkwx39','Guardian_Intense_Core_Armlet(C)'
'2434','igkwy39','Sharp_Intense_Core_Armlet(C)'
'2435','igkwz39','Endurance_Intense_Core_Armlet(C)'
'2436','igkrq39','Advanced_Strength_Intense_Tiny_Ell_Bracelet(C)'
'2437','igkrr39','Pain_Intense_Tiny_Ell_Bracelet(C)'
'2438','igkrs39','Strong_Intense_Tiny_Ell_Bracelet(C)'
'2439','igkrt39','Solid_Intense_Tiny_Ell_Bracelet(C)'
'2440','igkru39','Strength_Intense_Tiny_Ell_Bracelet(C)'
'2441','igkrv39','Protection_Intense_Tiny_Ell_Bracelet(C)'
'2442','igkrw39','Vampire_Intense_Tiny_Ell_Bracelet(C)'
'2443','igkrx39','Guardian_Intense_Tiny_Ell_Bracelet(C)'
'2444','igkry39','Sharp_Intense_Tiny_Ell_Bracelet(C)'
'2445','igkrz39','Endurance_Intense_Tiny_Ell_Bracelet(C)'
'2446','igkfq39','Advanced_Strength_Intense_Battle_Mitten(C)'
'2447','igkfr39','Pain_Intense_Battle_Mitten(C)'
'2448','igkfs39','Strong_Intense_Battle_Mitten(C)'
'2449','igkft39','Solid_Intense_Battle_Mitten(C)'
'2450','igkfu39','Strength_Intense_Battle_Mitten(C)'
'2451','igkfv39','Protection_Intense_Battle_Mitten(C)'
'2452','igkfw39','Vampire_Intense_Battle_Mitten(C)'
'2453','igkfx39','Guardian_Intense_Battle_Mitten(C)'
'2454','igkfy39','Sharp_Intense_Battle_Mitten(C)'
'2455','igkfz39','Endurance_Intense_Battle_Mitten(C)'
'2456','igfwq50','Advanced_Strength_Intense_Temple_Beam_Arm(C)'
'2457','igfwr50','Pain_Intense_Temple_Beam_Arm(C)'
'2458','igfws50','Strong_Intense_Temple_Beam_Arm(C)'
'2459','igfwt50','Solid_Intense_Temple_Beam_Arm(C)'
'2460','igfwu50','Strength_Intense_Temple_Beam_Arm(C)'
'2461','igfwv50','Protection_Intense_Temple_Beam_Arm(C)'
'2462','igfww50','Vampire_Intense_Temple_Beam_Arm(C)'
'2463','igfwx50','Guardian_Intense_Temple_Beam_Arm(C)'
'2464','igfwy50','Sharp_Intense_Temple_Beam_Arm(C)'
'2465','igfwz50','Endurance_Intense_Temple_Beam_Arm(C)'
'2466','igfrq50','Advanced_Strength_Intense_Metal_Per_Arm(C)'
'2467','igfrr50','Pain_Intense_Metal_Per_Arm(C)'
'2468','igfrs50','Strong_Intense_Metal_Per_Arm(C)'
'2469','igfrt50','Solid_Intense_Metal_Per_Arm(C)'
'2470','igfru50','Strength_Intense_Metal_Per_Arm(C)'
'2471','igfrv50','Protection_Intense_Metal_Per_Arm(C)'
'2472','igfrw50','Vampire_Intense_Metal_Per_Arm(C)'
'2473','igfrx50','Guardian_Intense_Metal_Per_Arm(C)'
'2474','igfry50','Sharp_Intense_Metal_Per_Arm(C)'
'2475','igfrz50','Endurance_Intense_Metal_Per_Arm(C)'
'2476','igffq50','Advanced_Strength_Intense_EW_Arm(C)'
'2477','igffr50','Pain_Intense_EW_Arm(C)'
'2478','igffs50','Strong_Intense_EW_Arm(C)'
'2479','igfft50','Solid_Intense_EW_Arm(C)'
'2480','igffu50','Strength_Intense_EW_Arm(C)'
'2481','igffv50','Protection_Intense_EW_Arm(C)'
'2482','igffw50','Vampire_Intense_EW_Arm(C)'
'2483','igffx50','Guardian_Intense_EW_Arm(C)'
'2484','igffy50','Sharp_Intense_EW_Arm(C)'
'2485','igffz50','Endurance_Intense_EW_Arm(C)'
'2486','igfwq47','Advanced_Strength_Intense_Power_Suit_Arm(C)'
'2487','igfwr47','Pain_Intense_Power_Suit_Arm(C)'
'2488','igfws47','Strong_Intense_Power_Suit_Arm(C)'
'2489','igfwt47','Solid_Intense_Power_Suit_Arm(C)'
'2490','igfwu47','Strength_Intense_Power_Suit_Arm(C)'
'2491','igfwv47','Protection_Intense_Power_Suit_Arm(C)'
'2492','igfww47','Vampire_Intense_Power_Suit_Arm(C)'
'2493','igfwx47','Guardian_Intense_Power_Suit_Arm(C)'
'2494','igfwy47','Sharp_Intense_Power_Suit_Arm(C)'
'2495','igfwz47','Endurance_Intense_Power_Suit_Arm(C)'
'2496','igfrq47','Advanced_Strength_Intense_Hora_Piece_Arm(C)'
'2497','igfrr47','Pain_Intense_Hora_Piece_Arm(C)'
'2498','igfrs47','Strong_Intense_Hora_Piece_Arm(C)'
'2499','igfrt47','Solid_Intense_Hora_Piece_Arm(C)'
'2500','igfru47','Strength_Intense_Hora_Piece_Arm(C)'
'2501','igfrv47','Protection_Intense_Hora_Piece_Arm(C)'
'2502','igfrw47','Vampire_Intense_Hora_Piece_Arm(C)'
'2503','igfrx47','Guardian_Intense_Hora_Piece_Arm(C)'
'2504','igfry47','Sharp_Intense_Hora_Piece_Arm(C)'
'2505','igfrz47','Endurance_Intense_Hora_Piece_Arm(C)'
'2506','igffq47','Advanced_Strength_Intense_Normal_EW_Arm(C)'
'2507','igffr47','Pain_Intense_Normal_EW_Arm(C)'
'2508','igffs47','Strong_Intense_Normal_EW_Arm(C)'
'2509','igfft47','Solid_Intense_Normal_EW_Arm(C)'
'2510','igffu47','Strength_Intense_Normal_EW_Arm(C)'
'2511','igffv47','Protection_Intense_Normal_EW_Arm(C)'
'2512','igffw47','Vampire_Intense_Normal_EW_Arm(C)'
'2513','igffx47','Guardian_Intense_Normal_EW_Arm(C)'
'2514','igffy47','Sharp_Intense_Normal_EW_Arm(C)'
'2515','igffz47','Endurance_Intense_Normal_EW_Arm(C)'
'2516','igfwq45','Advanced_Strength_Intense_Top_Alloy_Arm(C)'
'2517','igfwr45','Pain_Intense_Top_Alloy_Arm(C)'
'2518','igfws45','Strong_Intense_Top_Alloy_Arm(C)'
'2519','igfwt45','Solid_Intense_Top_Alloy_Arm(C)'
'2520','igfwu45','Strength_Intense_Top_Alloy_Arm(C)'
'2521','igfwv45','Protection_Intense_Top_Alloy_Arm(C)'
'2522','igfww45','Vampire_Intense_Top_Alloy_Arm(C)'
'2523','igfwx45','Guardian_Intense_Top_Alloy_Arm(C)'
'2524','igfwy45','Sharp_Intense_Top_Alloy_Arm(C)'
'2525','igfwz45','Endurance_Intense_Top_Alloy_Arm(C)'
'2526','igfrq45','Advanced_Strength_Intense_Vacuum_Arm(C)'
'2527','igfrr45','Pain_Intense_Vacuum_Arm(C)'
'2528','igfrs45','Strong_Intense_Vacuum_Arm(C)'
'2529','igfrt45','Solid_Intense_Vacuum_Arm(C)'
'2530','igfru45','Strength_Intense_Vacuum_Arm(C)'
'2531','igfrv45','Protection_Intense_Vacuum_Arm(C)'
'2532','igfrw45','Vampire_Intense_Vacuum_Arm(C)'
'2533','igfrx45','Guardian_Intense_Vacuum_Arm(C)'
'2534','igfry45','Sharp_Intense_Vacuum_Arm(C)'
'2535','igfrz45','Endurance_Intense_Vacuum_Arm(C)'
'2536','igffq45','Advanced_Strength_Intense_Missile_Launcher_Arm(C)'
'2537','igffr45','Pain_Intense_Missile_Launcher_Arm(C)'
'2538','igffs45','Strong_Intense_Missile_Launcher_Arm(C)'
'2539','igfft45','Solid_Intense_Missile_Launcher_Arm(C)'
'2540','igffu45','Strength_Intense_Missile_Launcher_Arm(C)'
'2541','igffv45','Protection_Intense_Missile_Launcher_Arm(C)'
'2542','igffw45','Vampire_Intense_Missile_Launcher_Arm(C)'
'2543','igffx45','Guardian_Intense_Missile_Launcher_Arm(C)'
'2544','igffy45','Sharp_Intense_Missile_Launcher_Arm(C)'
'2545','igffz45','Endurance_Intense_Missile_Launcher_Arm(C)'
'2546','igfwq43','Advanced_Strength_Intense_Alloy_Arm(C)'
'2547','igfwr43','Pain_Intense_Alloy_Arm(C)'
'2548','igfws43','Strong_Intense_Alloy_Arm(C)'
'2549','igfwt43','Solid_Intense_Alloy_Arm(C)'
'2550','igfwu43','Strength_Intense_Alloy_Arm(C)'
'2551','igfwv43','Protection_Intense_Alloy_Arm(C)'
'2552','igfww43','Vampire_Intense_Alloy_Arm(C)'
'2553','igfwx43','Guardian_Intense_Alloy_Arm(C)'
'2554','igfwy43','Sharp_Intense_Alloy_Arm(C)'
'2555','igfwz43','Endurance_Intense_Alloy_Arm(C)'
'2556','igfrq43','Advanced_Strength_Intense_Normal_Vacuum_Arm(C)'
'2557','igfrr43','Pain_Intense_Normal_Vacuum_Arm(C)'
'2558','igfrs43','Strong_Intense_Normal_Vacuum_Arm(C)'
'2559','igfrt43','Solid_Intense_Normal_Vacuum_Arm(C)'
'2560','igfru43','Strength_Intense_Normal_Vacuum_Arm(C)'
'2561','igfrv43','Protection_Intense_Normal_Vacuum_Arm(C)'
'2562','igfrw43','Vampire_Intense_Normal_Vacuum_Arm(C)'
'2563','igfrx43','Guardian_Intense_Normal_Vacuum_Arm(C)'
'2564','igfry43','Sharp_Intense_Normal_Vacuum_Arm(C)'
'2565','igfrz43','Endurance_Intense_Normal_Vacuum_Arm(C)'
'2566','igffq43','Advanced_Strength_Intense_Normal_Missile_Launcher_Arm(C)'
'2567','igffr43','Pain_Intense_Normal_Missile_Launcher_Arm(C)'
'2568','igffs43','Strong_Intense_Normal_Missile_Launcher_Arm(C)'
'2569','igfft43','Solid_Intense_Normal_Missile_Launcher_Arm(C)'
'2570','igffu43','Strength_Intense_Normal_Missile_Launcher_Arm(C)'
'2571','igffv43','Protection_Intense_Normal_Missile_Launcher_Arm(C)'
'2572','igffw43','Vampire_Intense_Normal_Missile_Launcher_Arm(C)'
'2573','igffx43','Guardian_Intense_Normal_Missile_Launcher_Arm(C)'
'2574','igffy43','Sharp_Intense_Normal_Missile_Launcher_Arm(C)'
'2575','igffz43','Endurance_Intense_Normal_Missile_Launcher_Arm(C)'
'2576','igfwq41','Advanced_Strength_Intense_Hora_Arm(C)'
'2577','igfwr41','Pain_Intense_Hora_Arm(C)'
'2578','igfws41','Strong_Intense_Hora_Arm(C)'
'2579','igfwt41','Solid_Intense_Hora_Arm(C)'
'2580','igfwu41','Strength_Intense_Hora_Arm(C)'
'2581','igfwv41','Protection_Intense_Hora_Arm(C)'
'2582','igfww41','Vampire_Intense_Hora_Arm(C)'
'2583','igfwx41','Guardian_Intense_Hora_Arm(C)'
'2584','igfwy41','Sharp_Intense_Hora_Arm(C)'
'2585','igfwz41','Endurance_Intense_Hora_Arm(C)'
'2586','igfrq41','Advanced_Strength_Intense_Hora_Power_Piece_Arm(C)'
'2587','igfrr41','Pain_Intense_Hora_Power_Piece_Arm(C)'
'2588','igfrs41','Strong_Intense_Hora_Power_Piece_Arm(C)'
'2589','igfrt41','Solid_Intense_Hora_Power_Piece_Arm(C)'
'2590','igfru41','Strength_Intense_Hora_Power_Piece_Arm(C)'
'2591','igfrv41','Protection_Intense_Hora_Power_Piece_Arm(C)'
'2592','igfrw41','Vampire_Intense_Hora_Power_Piece_Arm(C)'
'2593','igfrx41','Guardian_Intense_Hora_Power_Piece_Arm(C)'
'2594','igfry41','Sharp_Intense_Hora_Power_Piece_Arm(C)'
'2595','igfrz41','Endurance_Intense_Hora_Power_Piece_Arm(C)'
'2596','igffq41','Advanced_Strength_Intense_Basic_Missile_Launcher_Arm(C)'
'2597','igffr41','Pain_Intense_Basic_Missile_Launcher_Arm(C)'
'2598','igffs41','Strong_Intense_Basic_Missile_Launcher_Arm(C)'
'2599','igfft41','Solid_Intense_Basic_Missile_Launcher_Arm(C)'
'2600','igffu41','Strength_Intense_Basic_Missile_Launcher_Arm(C)'
'2601','igffv41','Protection_Intense_Basic_Missile_Launcher_Arm(C)'
'2602','igffw41','Vampire_Intense_Basic_Missile_Launcher_Arm(C)'
'2603','igffx41','Guardian_Intense_Basic_Missile_Launcher_Arm(C)'
'2604','igffy41','Sharp_Intense_Basic_Missile_Launcher_Arm(C)'
'2605','igffz41','Endurance_Intense_Basic_Missile_Launcher_Arm(C)'
'2606','igfwq39','Advanced_Strength_Intense_Silver_Arm(C)'
'2607','igfwr39','Pain_Intense_Silver_Arm(C)'
'2608','igfws39','Strong_Intense_Silver_Arm(C)'
'2609','igfwt39','Solid_Intense_Silver_Arm(C)'
'2610','igfwu39','Strength_Intense_Silver_Arm(C)'
'2611','igfwv39','Protection_Intense_Silver_Arm(C)'
'2612','igfww39','Vampire_Intense_Silver_Arm(C)'
'2613','igfwx39','Guardian_Intense_Silver_Arm(C)'
'2614','igfwy39','Sharp_Intense_Silver_Arm(C)'
'2615','igfwz39','Endurance_Intense_Silver_Arm(C)'
'2616','igfrq39','Advanced_Strength_Intense_Per_Arm(C)'
'2617','igfrr39','Pain_Intense_Per_Arm(C)'
'2618','igfrs39','Strong_Intense_Per_Arm(C)'
'2619','igfrt39','Solid_Intense_Per_Arm(C)'
'2620','igfru39','Strength_Intense_Per_Arm(C)'
'2621','igfrv39','Protection_Intense_Per_Arm(C)'
'2622','igfrw39','Vampire_Intense_Per_Arm(C)'
'2623','igfrx39','Guardian_Intense_Per_Arm(C)'
'2624','igfry39','Sharp_Intense_Per_Arm(C)'
'2625','igfrz39','Endurance_Intense_Per_Arm(C)'
'2626','igffq39','Advanced_Strength_Intense_Bazooka_Arm(C)'
'2627','igffr39','Pain_Intense_Bazooka_Arm(C)'
'2628','igffs39','Strong_Intense_Bazooka_Arm(C)'
'2629','igfft39','Solid_Intense_Bazooka_Arm(C)'
'2630','igffu39','Strength_Intense_Bazooka_Arm(C)'
'2631','igffv39','Protection_Intense_Bazooka_Arm(C)'
'2632','igffw39','Vampire_Intense_Bazooka_Arm(C)'
'2633','igffx39','Guardian_Intense_Bazooka_Arm(C)'
'2634','igffy39','Sharp_Intense_Bazooka_Arm(C)'
'2635','igffz39','Endurance_Intense_Bazooka_Arm(C)'
'2636','igrwq50','Advanced_Strength_Intense_Bone_Gauntlet(C)'
'2637','igrwr50','Pain_Intense_Bone_Gauntlet(C)'
'2638','igrws50','Strong_Intense_Bone_Gauntlet(C)'
'2639','igrwt50','Solid_Intense_Bone_Gauntlet(C)'
'2640','igrwu50','Strength_Intense_Bone_Gauntlet(C)'
'2641','igrwv50','Protection_Intense_Bone_Gauntlet(C)'
'2642','igrww50','Vampire_Intense_Bone_Gauntlet(C)'
'2643','igrwx50','Guardian_Intense_Bone_Gauntlet(C)'
'2644','igrwy50','Sharp_Intense_Bone_Gauntlet(C)'
'2645','igrwz50','Endurance_Intense_Bone_Gauntlet(C)'
'2646','igrrq50','Advanced_Strength_Intense_Azl_Raiment_Armlet(C)'
'2647','igrrr50','Pain_Intense_Azl_Raiment_Armlet(C)'
'2648','igrrs50','Strong_Intense_Azl_Raiment_Armlet(C)'
'2649','igrrt50','Solid_Intense_Azl_Raiment_Armlet(C)'
'2650','igrru50','Strength_Intense_Azl_Raiment_Armlet(C)'
'2651','igrrv50','Protection_Intense_Azl_Raiment_Armlet(C)'
'2652','igrrw50','Vampire_Intense_Azl_Raiment_Armlet(C)'
'2653','igrrx50','Guardian_Intense_Azl_Raiment_Armlet(C)'
'2654','igrry50','Sharp_Intense_Azl_Raiment_Armlet(C)'
'2655','igrrz50','Endurance_Intense_Azl_Raiment_Armlet(C)'
'2656','igrfq50','Advanced_Strength_Intense_Dru_Glove(C)'
'2657','igrfr50','Pain_Intense_Dru_Glove(C)'
'2658','igrfs50','Strong_Intense_Dru_Glove(C)'
'2659','igrft50','Solid_Intense_Dru_Glove(C)'
'2660','igrfu50','Strength_Intense_Dru_Glove(C)'
'2661','igrfv50','Protection_Intense_Dru_Glove(C)'
'2662','igrfw50','Vampire_Intense_Dru_Glove(C)'
'2663','igrfx50','Guardian_Intense_Dru_Glove(C)'
'2664','igrfy50','Sharp_Intense_Dru_Glove(C)'
'2665','igrfz50','Endurance_Intense_Dru_Glove(C)'
'2666','igrwq47','Advanced_Strength_Intense_JMHora_Gauntlet(C)'
'2667','igrwr47','Pain_Intense_JMHora_Gauntlet(C)'
'2668','igrws47','Strong_Intense_JMHora_Gauntlet(C)'
'2669','igrwt47','Solid_Intense_JMHora_Gauntlet(C)'
'2670','igrwu47','Strength_Intense_JMHora_Gauntlet(C)'
'2671','igrwv47','Protection_Intense_JMHora_Gauntlet(C)'
'2672','igrww47','Vampire_Intense_JMHora_Gauntlet(C)'
'2673','igrwx47','Guardian_Intense_JMHora_Gauntlet(C)'
'2674','igrwy47','Sharp_Intense_JMHora_Gauntlet(C)'
'2675','igrwz47','Endurance_Intense_JMHora_Gauntlet(C)'
'2676','igrrq47','Advanced_Strength_Intense_Ranger_Armlet(C)'
'2677','igrrr47','Pain_Intense_Ranger_Armlet(C)'
'2678','igrrs47','Strong_Intense_Ranger_Armlet(C)'
'2679','igrrt47','Solid_Intense_Ranger_Armlet(C)'
'2680','igrru47','Strength_Intense_Ranger_Armlet(C)'
'2681','igrrv47','Protection_Intense_Ranger_Armlet(C)'
'2682','igrrw47','Vampire_Intense_Ranger_Armlet(C)'
'2683','igrrx47','Guardian_Intense_Ranger_Armlet(C)'
'2684','igrry47','Sharp_Intense_Ranger_Armlet(C)'
'2685','igrrz47','Endurance_Intense_Ranger_Armlet(C)'
'2686','igrfq47','Advanced_Strength_Intense_Decem_Glove(C)'
'2687','igrfr47','Pain_Intense_Decem_Glove(C)'
'2688','igrfs47','Strong_Intense_Decem_Glove(C)'
'2689','igrft47','Solid_Intense_Decem_Glove(C)'
'2690','igrfu47','Strength_Intense_Decem_Glove(C)'
'2691','igrfv47','Protection_Intense_Decem_Glove(C)'
'2692','igrfw47','Vampire_Intense_Decem_Glove(C)'
'2693','igrfx47','Guardian_Intense_Decem_Glove(C)'
'2694','igrfy47','Sharp_Intense_Decem_Glove(C)'
'2695','igrfz47','Endurance_Intense_Decem_Glove(C)'
'2696','igrwq45','Advanced_Strength_Intense_Large_Rogue_Gauntlet(C)'
'2697','igrwr45','Pain_Intense_Large_Rogue_Gauntlet(C)'
'2698','igrws45','Strong_Intense_Large_Rogue_Gauntlet(C)'
'2699','igrwt45','Solid_Intense_Large_Rogue_Gauntlet(C)'
'2700','igrwu45','Strength_Intense_Large_Rogue_Gauntlet(C)'
'2701','igrwv45','Protection_Intense_Large_Rogue_Gauntlet(C)'
'2702','igrww45','Vampire_Intense_Large_Rogue_Gauntlet(C)'
'2703','igrwx45','Guardian_Intense_Large_Rogue_Gauntlet(C)'
'2704','igrwy45','Sharp_Intense_Large_Rogue_Gauntlet(C)'
'2705','igrwz45','Endurance_Intense_Large_Rogue_Gauntlet(C)'
'2706','igrrq45','Advanced_Strength_Intense_Top_Velocity_Armlet(C)'
'2707','igrrr45','Pain_Intense_Top_Velocity_Armlet(C)'
'2708','igrrs45','Strong_Intense_Top_Velocity_Armlet(C)'
'2709','igrrt45','Solid_Intense_Top_Velocity_Armlet(C)'
'2710','igrru45','Strength_Intense_Top_Velocity_Armlet(C)'
'2711','igrrv45','Protection_Intense_Top_Velocity_Armlet(C)'
'2712','igrrw45','Vampire_Intense_Top_Velocity_Armlet(C)'
'2713','igrrx45','Guardian_Intense_Top_Velocity_Armlet(C)'
'2714','igrry45','Sharp_Intense_Top_Velocity_Armlet(C)'
'2715','igrrz45','Endurance_Intense_Top_Velocity_Armlet(C)'
'2716','igrfq45','Advanced_Strength_Intense_Elixir_Glove(C)'
'2717','igrfr45','Pain_Intense_Elixir_Glove(C)'
'2718','igrfs45','Strong_Intense_Elixir_Glove(C)'
'2719','igrft45','Solid_Intense_Elixir_Glove(C)'
'2720','igrfu45','Strength_Intense_Elixir_Glove(C)'
'2721','igrfv45','Protection_Intense_Elixir_Glove(C)'
'2722','igrfw45','Vampire_Intense_Elixir_Glove(C)'
'2723','igrfx45','Guardian_Intense_Elixir_Glove(C)'
'2724','igrfy45','Sharp_Intense_Elixir_Glove(C)'
'2725','igrfz45','Endurance_Intense_Elixir_Glove(C)'
'2726','igrwq43','Advanced_Strength_Intense_Rogue_Gauntlet(C)'
'2727','igrwr43','Pain_Intense_Rogue_Gauntlet(C)'
'2728','igrws43','Strong_Intense_Rogue_Gauntlet(C)'
'2729','igrwt43','Solid_Intense_Rogue_Gauntlet(C)'
'2730','igrwu43','Strength_Intense_Rogue_Gauntlet(C)'
'2731','igrwv43','Protection_Intense_Rogue_Gauntlet(C)'
'2732','igrww43','Vampire_Intense_Rogue_Gauntlet(C)'
'2733','igrwx43','Guardian_Intense_Rogue_Gauntlet(C)'
'2734','igrwy43','Sharp_Intense_Rogue_Gauntlet(C)'
'2735','igrwz43','Endurance_Intense_Rogue_Gauntlet(C)'
'2736','igrrq43','Advanced_Strength_Intense_Velocity_Armlet(C)'
'2737','igrrr43','Pain_Intense_Velocity_Armlet(C)'
'2738','igrrs43','Strong_Intense_Velocity_Armlet(C)'
'2739','igrrt43','Solid_Intense_Velocity_Armlet(C)'
'2740','igrru43','Strength_Intense_Velocity_Armlet(C)'
'2741','igrrv43','Protection_Intense_Velocity_Armlet(C)'
'2742','igrrw43','Vampire_Intense_Velocity_Armlet(C)'
'2743','igrrx43','Guardian_Intense_Velocity_Armlet(C)'
'2744','igrry43','Sharp_Intense_Velocity_Armlet(C)'
'2745','igrrz43','Endurance_Intense_Velocity_Armlet(C)'
