'0','ihdbf01','Default_Bellato_Male_Helmet1'
'2542','ihffw45','Vampire_Intense_Missile_Launcher_Head(C)'
'2543','ihffx45','Guardian_Intense_Missile_Launcher_Head(C)'
'2544','ihffy45','Sharp_Intense_Missile_Launcher_Head(C)'
'2545','ihffz45','Endurance_Intense_Missile_Launcher_Head(C)'
'2546','ihfwq43','Advanced_Strength_Intense_Elloy_Head(C)'
'2547','ihfwr43','Fine_Intense_Elloy_Head(C)'
'2548','ihfws43','Strong_Intense_Elloy_Head(C)'
'2549','ihfwt43','Solid_Intense_Elloy_Head(C)'
'2550','ihfwu43','Strength_Intense_Elloy_Head(C)'
'2551','ihfwv43','Protectoion_Intense_Elloy_Head(C)'
'2552','ihfww43','Vampire_Intense_Elloy_Head(C)'
'2553','ihfwx43','Guardian_Intense_Elloy_Head(C)'
'2554','ihfwy43','Sharp_Intense_Elloy_Head(C)'
'2555','ihfwz43','Endurance_Intense_Elloy_Head(C)'
'2556','ihfrq43','Advanced_Strength_Intense_Normal_Vacuum_Head(C)'
'2557','ihfrr43','Fine_Intense_Normal_Vacuum_Head(C)'
'2558','ihfrs43','Strong_Intense_Normal_Vacuum_Head(C)'
'2559','ihfrt43','Solid_Intense_Normal_Vacuum_Head(C)'
'2560','ihfru43','Strength_Intense_Normal_Vacuum_Head(C)'
'2561','ihfrv43','Protectoion_Intense_Normal_Vacuum_Head(C)'
'2562','ihfrw43','Vampire_Intense_Normal_Vacuum_Head(C)'
'2563','ihfrx43','Guardian_Intense_Normal_Vacuum_Head(C)'
'2564','ihfry43','Sharp_Intense_Normal_Vacuum_Head(C)'
'2565','ihfrz43','Endurance_Intense_Normal_Vacuum_Head(C)'
'2566','ihffq43','Advanced_Strength_Intense_Normal_Missile_Launcher_Head(C)'
'2567','ihffr43','Fine_Intense_Normal_Missile_Launcher_Head(C)'
'2568','ihffs43','Strong_Intense_Normal_Missile_Launcher_Head(C)'
'2569','ihfft43','Solid_Intense_Normal_Missile_Launcher_Head(C)'
'2570','ihffu43','Strength_Intense_Normal_Missile_Launcher_Head(C)'
'2571','ihffv43','Protectoion_Intense_Normal_Missile_Launcher_Head(C)'
'2572','ihffw43','Vampire_Intense_Normal_Missile_Launcher_Head(C)'
'2573','ihffx43','Guardian_Intense_Normal_Missile_Launcher_Head(C)'
'2574','ihffy43','Sharp_Intense_Normal_Missile_Launcher_Head(C)'
'2575','ihffz43','Endurance_Intense_Normal_Missile_Launcher_Head(C)'
'2576','ihfwq41','Advanced_Strength_Intense_Hora_Head(C)'
'2577','ihfwr41','Fine_Intense_Hora_Head(C)'
'2578','ihfws41','Strong_Intense_Hora_Head(C)'
'2579','ihfwt41','Solid_Intense_Hora_Head(C)'
'2580','ihfwu41','Strength_Intense_Hora_Head(C)'
'2581','ihfwv41','Protectoion_Intense_Hora_Head(C)'
'2582','ihfww41','Vampire_Intense_Hora_Head(C)'
'2583','ihfwx41','Guardian_Intense_Hora_Head(C)'
'2584','ihfwy41','Sharp_Intense_Hora_Head(C)'
'2585','ihfwz41','Endurance_Intense_Hora_Head(C)'
'2586','ihfrq41','Advanced_Strength_Intense_Hora_PowerPiece_Head(C)'
'2587','ihfrr41','Fine_Intense_Hora_PowerPiece_Head(C)'
'2588','ihfrs41','Strong_Intense_Hora_PowerPiece_Head(C)'
'2589','ihfrt41','Solid_Intense_Hora_PowerPiece_Head(C)'
'2590','ihfru41','Strength_Intense_Hora_PowerPiece_Head(C)'
'2591','ihfrv41','Protectoion_Intense_Hora_PowerPiece_Head(C)'
'2592','ihfrw41','Vampire_Intense_Hora_PowerPiece_Head(C)'
'2593','ihfrx41','Guardian_Intense_Hora_PowerPiece_Head(C)'
'2594','ihfry41','Sharp_Intense_Hora_PowerPiece_Head(C)'
'2595','ihfrz41','Endurance_Intense_Hora_PowerPiece_Head(C)'
'2596','ihffq41','Advanced_Strength_Intense_Basic_Missile_Launcher_Head(C)'
'2597','ihffr41','Fine_Intense_Basic_Missile_Launcher_Head(C)'
'2598','ihffs41','Strong_Intense_Basic_Missile_Launcher_Head(C)'
'2599','ihfft41','Solid_Intense_Basic_Missile_Launcher_Head(C)'
'2600','ihffu41','Strength_Intense_Basic_Missile_Launcher_Head(C)'
'2601','ihffv41','Protectoion_Intense_Basic_Missile_Launcher_Head(C)'
'2602','ihffw41','Vampire_Intense_Basic_Missile_Launcher_Head(C)'
'2603','ihffx41','Guardian_Intense_Basic_Missile_Launcher_Head(C)'
'2604','ihffy41','Sharp_Intense_Basic_Missile_Launcher_Head(C)'
'2605','ihffz41','Endurance_Intense_Basic_Missile_Launcher_Head(C)'
'2606','ihfwq39','Advanced_Strength_Intense_Silver_Head(C)'
'2607','ihfwr39','Fine_Intense_Silver_Head(C)'
'2608','ihfws39','Strong_Intense_Silver_Head(C)'
'2609','ihfwt39','Solid_Intense_Silver_Head(C)'
'2610','ihfwu39','Strength_Intense_Silver_Head(C)'
'2611','ihfwv39','Protectoion_Intense_Silver_Head(C)'
'2612','ihfww39','Vampire_Intense_Silver_Head(C)'
'2613','ihfwx39','Guardian_Intense_Silver_Head(C)'
'2614','ihfwy39','Sharp_Intense_Silver_Head(C)'
'2615','ihfwz39','Endurance_Intense_Silver_Head(C)'
'2616','ihfrq39','Advanced_Strength_Intense_Fur_Head(C)'
'2617','ihfrr39','Fine_Intense_Fur_Head(C)'
'2618','ihfrs39','Strong_Intense_Fur_Head(C)'
'2619','ihfrt39','Solid_Intense_Fur_Head(C)'
'2620','ihfru39','Strength_Intense_Fur_Head(C)'
'2621','ihfrv39','Protectoion_Intense_Fur_Head(C)'
'2622','ihfrw39','Vampire_Intense_Fur_Head(C)'
'2623','ihfrx39','Guardian_Intense_Fur_Head(C)'
'2624','ihfry39','Sharp_Intense_Fur_Head(C)'
'2625','ihfrz39','Endurance_Intense_Fur_Head(C)'
'2626','ihffq39','Advanced_Strength_Intense_Bazuka_Head(C)'
'2627','ihffr39','Fine_Intense_Bazuka_Head(C)'
'2628','ihffs39','Strong_Intense_Bazuka_Head(C)'
'2629','ihfft39','Solid_Intense_Bazuka_Head(C)'
'2630','ihffu39','Strength_Intense_Bazuka_Head(C)'
'2631','ihffv39','Protectoion_Intense_Bazuka_Head(C)'
'2632','ihffw39','Vampire_Intense_Bazuka_Head(C)'
'2633','ihffx39','Guardian_Intense_Bazuka_Head(C)'
'2634','ihffy39','Sharp_Intense_Bazuka_Head(C)'
'2635','ihffz39','Endurance_Intense_Bazuka_Head(C)'
'2636','ihrwq50','Advanced_Strength_Intense_Bone_FullHelm(C)'
'2637','ihrwr50','Fine_Intense_Bone_FullHelm(C)'
'2638','ihrws50','Strong_Intense_Bone_FullHelm(C)'
'2639','ihrwt50','Solid_Intense_Bone_FullHelm(C)'
'2640','ihrwu50','Strength_Intense_Bone_FullHelm(C)'
'2641','ihrwv50','Protectoion_Intense_Bone_FullHelm(C)'
'2642','ihrww50','Vampire_Intense_Bone_FullHelm(C)'
'2643','ihrwx50','Guardian_Intense_Bone_FullHelm(C)'
'2644','ihrwy50','Sharp_Intense_Bone_FullHelm(C)'
'2645','ihrwz50','Endurance_Intense_Bone_FullHelm(C)'
'2646','ihrrq50','Advanced_Strength_Intense_Azzle_Rayment_HeadGear(C)'
'2647','ihrrr50','Fine_Intense_Azzle_Rayment_HeadGear(C)'
'2648','ihrrs50','Strong_Intense_Azzle_Rayment_HeadGear(C)'
'2649','ihrrt50','Solid_Intense_Azzle_Rayment_HeadGear(C)'
'2650','ihrru50','Strength_Intense_Azzle_Rayment_HeadGear(C)'
'2651','ihrrv50','Protectoion_Intense_Azzle_Rayment_HeadGear(C)'
'2652','ihrrw50','Vampire_Intense_Azzle_Rayment_HeadGear(C)'
'2653','ihrrx50','Guardian_Intense_Azzle_Rayment_HeadGear(C)'
'2654','ihrry50','Sharp_Intense_Azzle_Rayment_HeadGear(C)'
'2655','ihrrz50','Endurance_Intense_Azzle_Rayment_HeadGear(C)'
'2656','ihrfq50','Advanced_Strength_Intense_Drew_Amice(C)'
'2657','ihrfr50','Fine_Intense_Drew_Amice(C)'
'2658','ihrfs50','Strong_Intense_Drew_Amice(C)'
'2659','ihrft50','Solid_Intense_Drew_Amice(C)'
'2660','ihrfu50','Strength_Intense_Drew_Amice(C)'
'2661','ihrfv50','Protectoion_Intense_Drew_Amice(C)'
'2662','ihrfw50','Vampire_Intense_Drew_Amice(C)'
'2663','ihrfx50','Guardian_Intense_Drew_Amice(C)'
'2664','ihrfy50','Sharp_Intense_Drew_Amice(C)'
'2665','ihrfz50','Endurance_Intense_Drew_Amice(C)'
'2666','ihrwq47','Advanced_Strength_Intense_JMHora_FullHelm(C)'
'2667','ihrwr47','Fine_Intense_JMHora_FullHelm(C)'
'2668','ihrws47','Strong_Intense_JMHora_FullHelm(C)'
'2669','ihrwt47','Solid_Intense_JMHora_FullHelm(C)'
'2670','ihrwu47','Strength_Intense_JMHora_FullHelm(C)'
'2671','ihrwv47','Protectoion_Intense_JMHora_FullHelm(C)'
'2672','ihrww47','Vampire_Intense_JMHora_FullHelm(C)'
'2673','ihrwx47','Guardian_Intense_JMHora_FullHelm(C)'
'2674','ihrwy47','Sharp_Intense_JMHora_FullHelm(C)'
'2675','ihrwz47','Endurance_Intense_JMHora_FullHelm(C)'
'2676','ihrrq47','Advanced_Strength_Intense_Ranger_HeadGear(C)'
'2677','ihrrr47','Fine_Intense_Ranger_HeadGear(C)'
'2678','ihrrs47','Strong_Intense_Ranger_HeadGear(C)'
'2679','ihrrt47','Solid_Intense_Ranger_HeadGear(C)'
'2680','ihrru47','Strength_Intense_Ranger_HeadGear(C)'
'2681','ihrrv47','Protectoion_Intense_Ranger_HeadGear(C)'
'2682','ihrrw47','Vampire_Intense_Ranger_HeadGear(C)'
'2683','ihrrx47','Guardian_Intense_Ranger_HeadGear(C)'
'2684','ihrry47','Sharp_Intense_Ranger_HeadGear(C)'
'2685','ihrrz47','Endurance_Intense_Ranger_HeadGear(C)'
'2686','ihrfq47','Advanced_Strength_Intense_Decem_Amice(C)'
'2687','ihrfr47','Fine_Intense_Decem_Amice(C)'
'2688','ihrfs47','Strong_Intense_Decem_Amice(C)'
'2689','ihrft47','Solid_Intense_Decem_Amice(C)'
'2690','ihrfu47','Strength_Intense_Decem_Amice(C)'
'2691','ihrfv47','Protectoion_Intense_Decem_Amice(C)'
'2692','ihrfw47','Vampire_Intense_Decem_Amice(C)'
'2693','ihrfx47','Guardian_Intense_Decem_Amice(C)'
'2694','ihrfy47','Sharp_Intense_Decem_Amice(C)'
'2695','ihrfz47','Endurance_Intense_Decem_Amice(C)'
'2696','ihrwq45','Advanced_Strength_Intense_Large_Rogue_FullHelm(C)'
'2697','ihrwr45','Fine_Intense_Large_Rogue_FullHelm(C)'
'2698','ihrws45','Strong_Intense_Large_Rogue_FullHelm(C)'
'2699','ihrwt45','Solid_Intense_Large_Rogue_FullHelm(C)'
'2700','ihrwu45','Strength_Intense_Large_Rogue_FullHelm(C)'
'2701','ihrwv45','Protectoion_Intense_Large_Rogue_FullHelm(C)'
'2702','ihrww45','Vampire_Intense_Large_Rogue_FullHelm(C)'
'2703','ihrwx45','Guardian_Intense_Large_Rogue_FullHelm(C)'
'2704','ihrwy45','Sharp_Intense_Large_Rogue_FullHelm(C)'
'2705','ihrwz45','Endurance_Intense_Large_Rogue_FullHelm(C)'
'2706','ihrrq45','Advanced_Strength_Intense_Top_Velocity_HeadGear(C)'
'2707','ihrrr45','Fine_Intense_Top_Velocity_HeadGear(C)'
'2708','ihrrs45','Strong_Intense_Top_Velocity_HeadGear(C)'
'2709','ihrrt45','Solid_Intense_Top_Velocity_HeadGear(C)'
'2710','ihrru45','Strength_Intense_Top_Velocity_HeadGear(C)'
'2711','ihrrv45','Protectoion_Intense_Top_Velocity_HeadGear(C)'
'2712','ihrrw45','Vampire_Intense_Top_Velocity_HeadGear(C)'
'2713','ihrrx45','Guardian_Intense_Top_Velocity_HeadGear(C)'
'2714','ihrry45','Sharp_Intense_Top_Velocity_HeadGear(C)'
'2715','ihrrz45','Endurance_Intense_Top_Velocity_HeadGear(C)'
'2716','ihrfq45','Advanced_Strength_Intense_Elixir_Amice(C)'
'2717','ihrfr45','Fine_Intense_Elixir_Amice(C)'
'2718','ihrfs45','Strong_Intense_Elixir_Amice(C)'
'2719','ihrft45','Solid_Intense_Elixir_Amice(C)'
'2720','ihrfu45','Strength_Intense_Elixir_Amice(C)'
'2721','ihrfv45','Protectoion_Intense_Elixir_Amice(C)'
'2722','ihrfw45','Vampire_Intense_Elixir_Amice(C)'
'2723','ihrfx45','Guardian_Intense_Elixir_Amice(C)'
'2724','ihrfy45','Sharp_Intense_Elixir_Amice(C)'
'2725','ihrfz45','Endurance_Intense_Elixir_Amice(C)'
'2726','ihrwq43','Advanced_Strength_Intense_Rogue_FullHelm(C)'
'2727','ihrwr43','Fine_Intense_Rogue_FullHelm(C)'
'2728','ihrws43','Strong_Intense_Rogue_FullHelm(C)'
'2729','ihrwt43','Solid_Intense_Rogue_FullHelm(C)'
'2730','ihrwu43','Strength_Intense_Rogue_FullHelm(C)'
'2731','ihrwv43','Protectoion_Intense_Rogue_FullHelm(C)'
'2732','ihrww43','Vampire_Intense_Rogue_FullHelm(C)'
'2733','ihrwx43','Guardian_Intense_Rogue_FullHelm(C)'
'2734','ihrwy43','Sharp_Intense_Rogue_FullHelm(C)'
'2735','ihrwz43','Endurance_Intense_Rogue_FullHelm(C)'
'2736','ihrrq43','Advanced_Strength_Intense_Velocity_HeadGear(C)'
'2737','ihrrr43','Fine_Intense_Velocity_HeadGear(C)'
'2738','ihrrs43','Strong_Intense_Velocity_HeadGear(C)'
'2739','ihrrt43','Solid_Intense_Velocity_HeadGear(C)'
'2740','ihrru43','Strength_Intense_Velocity_HeadGear(C)'
'2741','ihrrv43','Protectoion_Intense_Velocity_HeadGear(C)'
'2742','ihrrw43','Vampire_Intense_Velocity_HeadGear(C)'
'2743','ihrrx43','Guardian_Intense_Velocity_HeadGear(C)'
'2744','ihrry43','Sharp_Intense_Velocity_HeadGear(C)'
'2745','ihrrz43','Endurance_Intense_Velocity_HeadGear(C)'
'2746','ihrfq43','Advanced_Strength_Intense_Shamans_Amice(C)'
'2747','ihrfr43','Fine_Intense_Shamans_Amice(C)'
'2748','ihrfs43','Strong_Intense_Shamans_Amice(C)'
'2749','ihrft43','Solid_Intense_Shamans_Amice(C)'
'2750','ihrfu43','Strength_Intense_Shamans_Amice(C)'
'2751','ihrfv43','Protectoion_Intense_Shamans_Amice(C)'
'2752','ihrfw43','Vampire_Intense_Shamans_Amice(C)'
'2753','ihrfx43','Guardian_Intense_Shamans_Amice(C)'
'2754','ihrfy43','Sharp_Intense_Shamans_Amice(C)'
'2755','ihrfz43','Endurance_Intense_Shamans_Amice(C)'
'2756','ihrwq41','Advanced_Strength_Intense_Odins_FullHelm(C)'
'2757','ihrwr41','Fine_Intense_Odins_FullHelm(C)'
'2758','ihrws41','Strong_Intense_Odins_FullHelm(C)'
'2759','ihrwt41','Solid_Intense_Odins_FullHelm(C)'
'2760','ihrwu41','Strength_Intense_Odins_FullHelm(C)'
'2761','ihrwv41','Protectoion_Intense_Odins_FullHelm(C)'
'2762','ihrww41','Vampire_Intense_Odins_FullHelm(C)'
'2763','ihrwx41','Guardian_Intense_Odins_FullHelm(C)'
'2764','ihrwy41','Sharp_Intense_Odins_FullHelm(C)'
'2765','ihrwz41','Endurance_Intense_Odins_FullHelm(C)'
'2766','ihrrq41','Advanced_Strength_Intense_Glow_HeadGear(C)'
'2767','ihrrr41','Fine_Intense_Glow_HeadGear(C)'
'2768','ihrrs41','Strong_Intense_Glow_HeadGear(C)'
'2769','ihrrt41','Solid_Intense_Glow_HeadGear(C)'
'2770','ihrru41','Strength_Intense_Glow_HeadGear(C)'
'2771','ihrrv41','Protectoion_Intense_Glow_HeadGear(C)'
'2772','ihrrw41','Vampire_Intense_Glow_HeadGear(C)'
'2773','ihrrx41','Guardian_Intense_Glow_HeadGear(C)'
'2774','ihrry41','Sharp_Intense_Glow_HeadGear(C)'
'2775','ihrrz41','Endurance_Intense_Glow_HeadGear(C)'
'2776','ihrfq41','Advanced_Strength_Intense_Ithaco_Amice(C)'
'2777','ihrfr41','Fine_Intense_Ithaco_Amice(C)'
'2778','ihrfs41','Strong_Intense_Ithaco_Amice(C)'
'2779','ihrft41','Solid_Intense_Ithaco_Amice(C)'
'2780','ihrfu41','Strength_Intense_Ithaco_Amice(C)'
'2781','ihrfv41','Protectoion_Intense_Ithaco_Amice(C)'
'2782','ihrfw41','Vampire_Intense_Ithaco_Amice(C)'
'2783','ihrfx41','Guardian_Intense_Ithaco_Amice(C)'
'2784','ihrfy41','Sharp_Intense_Ithaco_Amice(C)'
'2785','ihrfz41','Endurance_Intense_Ithaco_Amice(C)'
'2786','ihrwq39','Advanced_Strength_Intense_Odins_La_FullHelm(C)'
'2787','ihrwr39','Fine_Intense_Odins_La_FullHelm(C)'
'2788','ihrws39','Strong_Intense_Odins_La_FullHelm(C)'
'2789','ihrwt39','Solid_Intense_Odins_La_FullHelm(C)'
'2790','ihrwu39','Strength_Intense_Odins_La_FullHelm(C)'
'2791','ihrwv39','Protectoion_Intense_Odins_La_FullHelm(C)'
'2792','ihrww39','Vampire_Intense_Odins_La_FullHelm(C)'
'2793','ihrwx39','Guardian_Intense_Odins_La_FullHelm(C)'
'2794','ihrwy39','Sharp_Intense_Odins_La_FullHelm(C)'
'2795','ihrwz39','Endurance_Intense_Odins_La_FullHelm(C)'
'2796','ihrrq39','Advanced_Strength_Intense_Limit_Glow_HeadGear(C)'
'2797','ihrrr39','Fine_Intense_Limit_Glow_HeadGear(C)'
'2798','ihrrs39','Strong_Intense_Limit_Glow_HeadGear(C)'
'2799','ihrrt39','Solid_Intense_Limit_Glow_HeadGear(C)'
'2800','ihrru39','Strength_Intense_Limit_Glow_HeadGear(C)'
'2801','ihrrv39','Protectoion_Intense_Limit_Glow_HeadGear(C)'
'2802','ihrrw39','Vampire_Intense_Limit_Glow_HeadGear(C)'
'2803','ihrrx39','Guardian_Intense_Limit_Glow_HeadGear(C)'
'2804','ihrry39','Sharp_Intense_Limit_Glow_HeadGear(C)'
'2805','ihrrz39','Endurance_Intense_Limit_Glow_HeadGear(C)'
'2806','ihrfq39','Advanced_Strength_Intense_Force_Amice(C)'
'2807','ihrfr39','Fine_Intense_Force_Amice(C)'
'2808','ihrfs39','Strong_Intense_Force_Amice(C)'
'2809','ihrft39','Solid_Intense_Force_Amice(C)'
'2810','ihrfu39','Strength_Intense_Force_Amice(C)'
'2811','ihrfv39','Protectoion_Intense_Force_Amice(C)'
'2812','ihrfw39','Vampire_Intense_Force_Amice(C)'
'2813','ihrfx39','Guardian_Intense_Force_Amice(C)'
'2814','ihrfy39','Sharp_Intense_Force_Amice(C)'
'2815','ihrfz39','Endurance_Intense_Force_Amice(C)'
'2816','ihlwq50','Advanced_Strength_Intense_Golden_FullHelm(C)'
'2817','ihlwr50','Fine_Intense_Golden_FullHelm(C)'
'2818','ihlws50','Strong_Intense_Golden_FullHelm(C)'
'2819','ihlwt50','Solid_Intense_Golden_FullHelm(C)'
'2820','ihlwu50','Strength_Intense_Golden_FullHelm(C)'
'2821','ihlwv50','Protectoion_Intense_Golden_FullHelm(C)'
'2822','ihlww50','Vampire_Intense_Golden_FullHelm(C)'
'2823','ihlwx50','Guardian_Intense_Golden_FullHelm(C)'
'2824','ihlwy50','Sharp_Intense_Golden_FullHelm(C)'
'2825','ihlwz50','Endurance_Intense_Golden_FullHelm(C)'
'2826','ihlrq50','Advanced_Strength_Intense_Fleets_HeadGear(C)'
'2827','ihlrr50','Fine_Intense_Fleets_HeadGear(C)'
'2828','ihlrs50','Strong_Intense_Fleets_HeadGear(C)'
'2829','ihlrt50','Solid_Intense_Fleets_HeadGear(C)'
'2830','ihlru50','Strength_Intense_Fleets_HeadGear(C)'
'2831','ihlrv50','Protectoion_Intense_Fleets_HeadGear(C)'
'2832','ihlrw50','Vampire_Intense_Fleets_HeadGear(C)'
'2833','ihlrx50','Guardian_Intense_Fleets_HeadGear(C)'
'2834','ihlry50','Sharp_Intense_Fleets_HeadGear(C)'
'2835','ihlrz50','Endurance_Intense_Fleets_HeadGear(C)'
'2836','ihlfq50','Advanced_Strength_Intense_Noble_Hora_Amice(C)'
'2837','ihlfr50','Fine_Intense_Noble_Hora_Amice(C)'
'2838','ihlfs50','Strong_Intense_Noble_Hora_Amice(C)'
'2839','ihlft50','Solid_Intense_Noble_Hora_Amice(C)'
'2840','ihlfu50','Strength_Intense_Noble_Hora_Amice(C)'
'2841','ihlfv50','Protectoion_Intense_Noble_Hora_Amice(C)'
'2842','ihlfw50','Vampire_Intense_Noble_Hora_Amice(C)'
'2843','ihlfx50','Guardian_Intense_Noble_Hora_Amice(C)'
'2844','ihlfy50','Sharp_Intense_Noble_Hora_Amice(C)'
'2845','ihlfz50','Endurance_Intense_Noble_Hora_Amice(C)'
'2846','ihlwq47','Advanced_Strength_Intense_Berserker_FullHelm(C)'
'2847','ihlwr47','Fine_Intense_Berserker_FullHelm(C)'
'2848','ihlws47','Strong_Intense_Berserker_FullHelm(C)'
'2849','ihlwt47','Solid_Intense_Berserker_FullHelm(C)'
'2850','ihlwu47','Strength_Intense_Berserker_FullHelm(C)'
'2851','ihlwv47','Protectoion_Intense_Berserker_FullHelm(C)'
'2852','ihlww47','Vampire_Intense_Berserker_FullHelm(C)'
'2853','ihlwx47','Guardian_Intense_Berserker_FullHelm(C)'
'2854','ihlwy47','Sharp_Intense_Berserker_FullHelm(C)'
'2855','ihlwz47','Endurance_Intense_Berserker_FullHelm(C)'
'2856','ihlrq47','Advanced_Strength_Intense_Small_Hora_HeadGear(C)'
'2857','ihlrr47','Fine_Intense_Small_Hora_HeadGear(C)'
'2858','ihlrs47','Strong_Intense_Small_Hora_HeadGear(C)'
'2859','ihlrt47','Solid_Intense_Small_Hora_HeadGear(C)'
'2860','ihlru47','Strength_Intense_Small_Hora_HeadGear(C)'
'2861','ihlrv47','Protectoion_Intense_Small_Hora_HeadGear(C)'
'2862','ihlrw47','Vampire_Intense_Small_Hora_HeadGear(C)'
'2863','ihlrx47','Guardian_Intense_Small_Hora_HeadGear(C)'
'2864','ihlry47','Sharp_Intense_Small_Hora_HeadGear(C)'
'2865','ihlrz47','Endurance_Intense_Small_Hora_HeadGear(C)'
'2866','ihlfq47','Advanced_Strength_Intense_Noble__Amice(C)'
'2867','ihlfr47','Fine_Intense_Noble__Amice(C)'
'2868','ihlfs47','Strong_Intense_Noble__Amice(C)'
'2869','ihlft47','Solid_Intense_Noble__Amice(C)'
'2870','ihlfu47','Strength_Intense_Noble__Amice(C)'
'2871','ihlfv47','Protectoion_Intense_Noble__Amice(C)'
'2872','ihlfw47','Vampire_Intense_Noble__Amice(C)'
'2873','ihlfx47','Guardian_Intense_Noble__Amice(C)'
'2874','ihlfy47','Sharp_Intense_Noble__Amice(C)'
'2875','ihlfz47','Endurance_Intense_Noble__Amice(C)'
'2876','ihlwq45','Advanced_Strength_Intense_Magnetic_FullHelm(C)'
'2877','ihlwr45','Fine_Intense_Magnetic_FullHelm(C)'
'2878','ihlws45','Strong_Intense_Magnetic_FullHelm(C)'
'2879','ihlwt45','Solid_Intense_Magnetic_FullHelm(C)'
'2880','ihlwu45','Strength_Intense_Magnetic_FullHelm(C)'
'2881','ihlwv45','Protectoion_Intense_Magnetic_FullHelm(C)'
'2882','ihlww45','Vampire_Intense_Magnetic_FullHelm(C)'
'2883','ihlwx45','Guardian_Intense_Magnetic_FullHelm(C)'
'2884','ihlwy45','Sharp_Intense_Magnetic_FullHelm(C)'
'2885','ihlwz45','Endurance_Intense_Magnetic_FullHelm(C)'
'2886','ihlrq45','Advanced_Strength_Intense_Dragon_Feather_HeadGear(C)'
'2887','ihlrr45','Fine_Intense_Dragon_Feather_HeadGear(C)'
'2888','ihlrs45','Strong_Intense_Dragon_Feather_HeadGear(C)'
'2889','ihlrt45','Solid_Intense_Dragon_Feather_HeadGear(C)'
'2890','ihlru45','Strength_Intense_Dragon_Feather_HeadGear(C)'
'2891','ihlrv45','Protectoion_Intense_Dragon_Feather_HeadGear(C)'
'2892','ihlrw45','Vampire_Intense_Dragon_Feather_HeadGear(C)'
'2893','ihlrx45','Guardian_Intense_Dragon_Feather_HeadGear(C)'
'2894','ihlry45','Sharp_Intense_Dragon_Feather_HeadGear(C)'
'2895','ihlrz45','Endurance_Intense_Dragon_Feather_HeadGear(C)'
'2896','ihlfq45','Advanced_Strength_Intense_Baal_Amice(C)'
'2897','ihlfr45','Fine_Intense_Baal_Amice(C)'
'2898','ihlfs45','Strong_Intense_Baal_Amice(C)'
'2899','ihlft45','Solid_Intense_Baal_Amice(C)'
'2900','ihlfu45','Strength_Intense_Baal_Amice(C)'
'2901','ihlfv45','Protectoion_Intense_Baal_Amice(C)'
'2902','ihlfw45','Vampire_Intense_Baal_Amice(C)'
'2903','ihlfx45','Guardian_Intense_Baal_Amice(C)'
'2904','ihlfy45','Sharp_Intense_Baal_Amice(C)'
'2905','ihlfz45','Endurance_Intense_Baal_Amice(C)'
'2906','ihlwq43','Advanced_Strength_Intense_Chip_Magnetic_FullHelm(C)'
'2907','ihlwr43','Fine_Intense_Chip_Magnetic_FullHelm(C)'
'2908','ihlws43','Strong_Intense_Chip_Magnetic_FullHelm(C)'
'2909','ihlwt43','Solid_Intense_Chip_Magnetic_FullHelm(C)'
'2910','ihlwu43','Strength_Intense_Chip_Magnetic_FullHelm(C)'
'2911','ihlwv43','Protectoion_Intense_Chip_Magnetic_FullHelm(C)'
'2912','ihlww43','Vampire_Intense_Chip_Magnetic_FullHelm(C)'
'2913','ihlwx43','Guardian_Intense_Chip_Magnetic_FullHelm(C)'
'2914','ihlwy43','Sharp_Intense_Chip_Magnetic_FullHelm(C)'
'2915','ihlwz43','Endurance_Intense_Chip_Magnetic_FullHelm(C)'
'2916','ihlrq43','Advanced_Strength_Intense_Feather_HeadGear(C)'
'2917','ihlrr43','Fine_Intense_Feather_HeadGear(C)'
'2918','ihlrs43','Strong_Intense_Feather_HeadGear(C)'
'2919','ihlrt43','Solid_Intense_Feather_HeadGear(C)'
'2920','ihlru43','Strength_Intense_Feather_HeadGear(C)'
'2921','ihlrv43','Protectoion_Intense_Feather_HeadGear(C)'
'2922','ihlrw43','Vampire_Intense_Feather_HeadGear(C)'
'2923','ihlrx43','Guardian_Intense_Feather_HeadGear(C)'
'2924','ihlry43','Sharp_Intense_Feather_HeadGear(C)'
'2925','ihlrz43','Endurance_Intense_Feather_HeadGear(C)'
'2926','ihlfq43','Advanced_Strength_Intense_Simple_Baal_Amice(C)'
'2927','ihlfr43','Fine_Intense_Simple_Baal_Amice(C)'
'2928','ihlfs43','Strong_Intense_Simple_Baal_Amice(C)'
'2929','ihlft43','Solid_Intense_Simple_Baal_Amice(C)'
'2930','ihlfu43','Strength_Intense_Simple_Baal_Amice(C)'
'2931','ihlfv43','Protectoion_Intense_Simple_Baal_Amice(C)'
'2932','ihlfw43','Vampire_Intense_Simple_Baal_Amice(C)'
'2933','ihlfx43','Guardian_Intense_Simple_Baal_Amice(C)'
'2934','ihlfy43','Sharp_Intense_Simple_Baal_Amice(C)'
'2935','ihlfz43','Endurance_Intense_Simple_Baal_Amice(C)'
'2936','ihlwq41','Advanced_Strength_Intense_Double_Core_FullHelm(C)'
