'0','iwkna01','Dagger(A)'
'4133','iwahi28','Vampire_Mini_Faust'
'4134','iwahj28','Guardian_Mini_Faust'
'4135','iwahk28','Sharp_Mini_Faust'
'4136','iwahl28','Grand_Mini_Faust'
'4137','iwaha30','Wind_Faust30'
'4138','iwahb30','Endurance_Faust30'
'4139','iwahc30','Fine_Faust30'
'4140','iwahd30','Smart_Faust30'
'4141','iwahe30','Strong_Faust30'
'4142','iwahf30','Solid_Faust30'
'4143','iwahg30','Strength_Faust30'
'4144','iwahh30','Advanced_Strength_Faust30'
'4145','iwahi30','Vampire_Faust30'
'4146','iwahj30','Guardian_Faust30'
'4147','iwahk30','Sharp_Faust30'
'4148','iwahl30','Grand_Faust30'
'4149','iwaha35','Wind_Faust35'
'4150','iwahb35','Endurance_Faust35'
'4151','iwahc35','Fine_Faust35'
'4152','iwahd35','Smart_Faust35'
'4153','iwahe35','Strong_Faust35'
'4154','iwahf35','Solid_Faust35'
'4155','iwahg35','Strength_Faust35'
'4156','iwahh35','Advanced_Strength_Faust35'
'4157','iwahi35','Vampire_Faust35'
'4158','iwahj35','Guardian_Faust35'
'4159','iwahk35','Sharp_Faust35'
'4160','iwahl35','Grand_Faust35'
'4161','iwaha40','Wind_Faust40'
'4162','iwahb40','Endurance_Faust40'
'4163','iwahc40','Fine_Faust40'
'4164','iwahd40','Smart_Faust40'
'4165','iwahe40','Strong_Faust40'
'4166','iwahf40','Solid_Faust40'
'4167','iwahg40','Strength_Faust40'
'4168','iwahh40','Advanced_Strength_Faust40'
'4169','iwahi40','Vampire_Faust40'
'4170','iwahj40','Guardian_Faust40'
'4171','iwahk40','Sharp_Faust40'
'4172','iwahl40','Grand_Faust40'
'4173','iwaha45','Wind_Faust45'
'4174','iwahb45','Endurance_Faust45'
'4175','iwahc45','Fine_Faust45'
'4176','iwahd45','Smart_Faust45'
'4177','iwahe45','Strong_Faust45'
'4178','iwahf45','Solid_Faust45'
'4179','iwahg45','Strength_Faust45'
'4180','iwahh45','Advanced_Strength_Faust45'
'4181','iwahi45','Vampire_Faust45'
'4182','iwahj45','Guardian_Faust45'
'4183','iwahk45','Sharp_Faust45'
'4184','iwahl45','Grand_Faust45'
'4185','iwaha50','Wind_Hora_Faust'
'4186','iwahb50','Endurance_Hora_Faust'
'4187','iwahc50','Fine_Hora_Faust'
'4188','iwahd50','Smart_Hora_Faust'
'4189','iwahe50','Strong_Hora_Faust'
'4190','iwahf50','Solid_Hora_Faust'
'4191','iwahg50','Strength_Hora_Faust'
'4192','iwahh50','Advanced_Strength_Hora_Faust'
'4193','iwahi50','Vampire_Hora_Faust'
'4194','iwahj50','Guardian_Hora_Faust'
'4195','iwahk50','Sharp_Hora_Faust'
'4196','iwahl50','Grand_Hora_Faust'
'4197','iwlha01','Wind_Flamethrower1'
'4198','iwlhb01','Endurance_Flamethrower1'
'4199','iwlhc01','Fine_Flamethrower1'
'4200','iwlhd01','Smart_Flamethrower1'
'4201','iwlhe01','Strong_Flamethrower1'
'4202','iwlhf01','Solid_Flamethrower1'
'4203','iwlhg01','Strength_Flamethrower1'
'4204','iwlhh01','Advanced_Strength_Flamethrower1'
'4205','iwlhi01','Vampire_Flamethrower1'
'4206','iwlhj01','Guardian_Flamethrower1'
'4207','iwlhk01','Sharp_Flamethrower1'
'4208','iwlhl01','Grand_Flamethrower1'
'4209','iwlha02','Wind_Flamethrower2'
'4210','iwlhb02','Endurance_Flamethrower2'
'4211','iwlhc02','Fine_Flamethrower2'
'4212','iwlhd02','Smart_Flamethrower2'
'4213','iwlhe02','Strong_Flamethrower2'
'4214','iwlhf02','Solid_Flamethrower2'
'4215','iwlhg02','Strength_Flamethrower2'
'4216','iwlhh02','Advanced_Strength_Flamethrower2'
'4217','iwlhi02','Vampire_Flamethrower2'
'4218','iwlhj02','Guardian_Flamethrower2'
'4219','iwlhk02','Sharp_Flamethrower2'
'4220','iwlhl02','Grand_Flamethrower2'
'4221','iwlha03','Wind_Flamethrower3'
'4222','iwlhb03','Endurance_Flamethrower3'
'4223','iwlhc03','Fine_Flamethrower3'
'4224','iwlhd03','Smart_Flamethrower3'
'4225','iwlhe03','Strong_Flamethrower3'
'4226','iwlhf03','Solid_Flamethrower3'
'4227','iwlhg03','Strength_Flamethrower3'
'4228','iwlhh03','Advanced_Strength_Flamethrower3'
'4229','iwlhi03','Vampire_Flamethrower3'
'4230','iwlhj03','Guardian_Flamethrower3'
'4231','iwlhk03','Sharp_Flamethrower3'
'4232','iwlhl03','Grand_Flamethrower3'
'4233','iwlha05','Wind_Flamethrower5'
'4234','iwlhb05','Endurance_Flamethrower5'
'4235','iwlhc05','Fine_Flamethrower5'
'4236','iwlhd05','Smart_Flamethrower5'
'4237','iwlhe05','Strong_Flamethrower5'
'4238','iwlhf05','Solid_Flamethrower5'
'4239','iwlhg05','Strength_Flamethrower5'
'4240','iwlhh05','Advanced_Strength_Flamethrower5'
'4241','iwlhi05','Vampire_Flamethrower5'
'4242','iwlhj05','Guardian_Flamethrower5'
'4243','iwlhk05','Sharp_Flamethrower5'
'4244','iwlhl05','Grand_Flamethrower5'
'4245','iwlha07','Wind_Flamethrower7'
'4246','iwlhb07','Endurance_Flamethrower7'
'4247','iwlhc07','Fine_Flamethrower7'
'4248','iwlhd07','Smart_Flamethrower7'
'4249','iwlhe07','Strong_Flamethrower7'
'4250','iwlhf07','Solid_Flamethrower7'
'4251','iwlhg07','Strength_Flamethrower7'
'4252','iwlhh07','Advanced_Strength_Flamethrower7'
'4253','iwlhi07','Vampire_Flamethrower7'
'4254','iwlhj07','Guardian_Flamethrower7'
'4255','iwlhk07','Sharp_Flamethrower7'
'4256','iwlhl07','Grand_Flamethrower7'
'4257','iwlha10','Wind_Flamethrower10'
'4258','iwlhb10','Endurance_Flamethrower10'
'4259','iwlhc10','Fine_Flamethrower10'
'4260','iwlhd10','Smart_Flamethrower10'
'4261','iwlhe10','Strong_Flamethrower10'
'4262','iwlhf10','Solid_Flamethrower10'
'4263','iwlhg10','Strength_Flamethrower10'
'4264','iwlhh10','Advanced_Strength_Flamethrower10'
'4265','iwlhi10','Vampire_Flamethrower10'
'4266','iwlhj10','Guardian_Flamethrower10'
'4267','iwlhk10','Sharp_Flamethrower10'
'4268','iwlhl10','Grand_Flamethrower10'
'4269','iwlha12','Wind_Flamethrower12'
'4270','iwlhb12','Endurance_Flamethrower12'
'4271','iwlhc12','Fine_Flamethrower12'
'4272','iwlhd12','Smart_Flamethrower12'
'4273','iwlhe12','Strong_Flamethrower12'
'4274','iwlhf12','Solid_Flamethrower12'
'4275','iwlhg12','Strength_Flamethrower12'
'4276','iwlhh12','Advanced_Strength_Flamethrower12'
'4277','iwlhi12','Vampire_Flamethrower12'
'4278','iwlhj12','Guardian_Flamethrower12'
'4279','iwlhk12','Sharp_Flamethrower12'
'4280','iwlhl12','Grand_Flamethrower12'
'4281','iwlha15','Wind_Flamethrower15'
'4282','iwlhb15','Endurance_Flamethrower15'
'4283','iwlhc15','Fine_Flamethrower15'
'4284','iwlhd15','Smart_Flamethrower15'
'4285','iwlhe15','Strong_Flamethrower15'
'4286','iwlhf15','Solid_Flamethrower15'
'4287','iwlhg15','Strength_Flamethrower15'
'4288','iwlhh15','Advanced_Strength_Flamethrower15'
'4289','iwlhi15','Vampire_Flamethrower15'
'4290','iwlhj15','Guardian_Flamethrower15'
'4291','iwlhk15','Sharp_Flamethrower15'
'4292','iwlhl15','Grand_Flamethrower15'
'4293','iwlha18','Wind_Flamethrower18'
'4294','iwlhb18','Endurance_Flamethrower18'
'4295','iwlhc18','Fine_Flamethrower18'
'4296','iwlhd18','Smart_Flamethrower18'
'4297','iwlhe18','Strong_Flamethrower18'
'4298','iwlhf18','Solid_Flamethrower18'
'4299','iwlhg18','Strength_Flamethrower18'
'4300','iwlhh18','Advanced_Strength_Flamethrower18'
'4301','iwlhi18','Vampire_Flamethrower18'
'4302','iwlhj18','Guardian_Flamethrower18'
'4303','iwlhk18','Sharp_Flamethrower18'
'4304','iwlhl18','Grand_Flamethrower18'
'4305','iwlha20','Wind_Flamethrower20'
'4306','iwlhb20','Endurance_Flamethrower20'
'4307','iwlhc20','Fine_Flamethrower20'
'4308','iwlhd20','Smart_Flamethrower20'
'4309','iwlhe20','Strong_Flamethrower20'
'4310','iwlhf20','Solid_Flamethrower20'
'4311','iwlhg20','Strength_Flamethrower20'
'4312','iwlhh20','Advanced_Strength_Flamethrower20'
'4313','iwlhi20','Vampire_Flamethrower20'
'4314','iwlhj20','Guardian_Flamethrower20'
'4315','iwlhk20','Sharp_Flamethrower20'
'4316','iwlhl20','Grand_Flamethrower20'
'4317','iwlha22','Wind_Mini_Flamethrower'
'4318','iwlhb22','Endurance_Mini_Flamethrower'
'4319','iwlhc22','Fine_Mini_Flamethrower'
'4320','iwlhd22','Smart_Mini_Flamethrower'
'4321','iwlhe22','Strong_Mini_Flamethrower'
'4322','iwlhf22','Solid_Mini_Flamethrower'
'4323','iwlhg22','Strength_Mini_Flamethrower'
'4324','iwlhh22','Advanced_Strength_Mini_Flamethrower'
'4325','iwlhi22','Vampire_Mini_Flamethrower'
'4326','iwlhj22','Guardian_Mini_Flamethrower'
'4327','iwlhk22','Sharp_Mini_Flamethrower'
'4328','iwlhl22','Grand_Mini_Flamethrower'
'4329','iwlha25','Wind_Flamethrower25'
'4330','iwlhb25','Endurance_Flamethrower25'
'4331','iwlhc25','Fine_Flamethrower25'
'4332','iwlhd25','Smart_Flamethrower25'
'4333','iwlhe25','Strong_Flamethrower25'
'4334','iwlhf25','Solid_Flamethrower25'
'4335','iwlhg25','Strength_Flamethrower25'
'4336','iwlhh25','Advanced_Strength_Flamethrower25'
'4337','iwlhi25','Vampire_Flamethrower25'
'4338','iwlhj25','Guardian_Flamethrower25'
'4339','iwlhk25','Sharp_Flamethrower25'
'4340','iwlhl25','Grand_Flamethrower25'
'4341','iwlha28','Wind_Flamethrower28'
'4342','iwlhb28','Endurance_Flamethrower28'
'4343','iwlhc28','Fine_Flamethrower28'
'4344','iwlhd28','Smart_Flamethrower28'
'4345','iwlhe28','Strong_Flamethrower28'
'4346','iwlhf28','Solid_Flamethrower28'
'4347','iwlhg28','Strength_Flamethrower28'
'4348','iwlhh28','Advanced_Strength_Flamethrower28'
'4349','iwlhi28','Vampire_Flamethrower28'
'4350','iwlhj28','Guardian_Flamethrower28'
'4351','iwlhk28','Sharp_Flamethrower28'
'4352','iwlhl28','Grand_Flamethrower28'
'4353','iwlha30','Wind_Flamethrower30'
'4354','iwlhb30','Endurance_Flamethrower30'
'4355','iwlhc30','Fine_Flamethrower30'
'4356','iwlhd30','Smart_Flamethrower30'
'4357','iwlhe30','Strong_Flamethrower30'
'4358','iwlhf30','Solid_Flamethrower30'
'4359','iwlhg30','Strength_Flamethrower30'
'4360','iwlhh30','Advanced_Strength_Flamethrower30'
'4361','iwlhi30','Vampire_Flamethrower30'
'4362','iwlhj30','Guardian_Flamethrower30'
'4363','iwlhk30','Sharp_Flamethrower30'
'4364','iwlhl30','Grand_Flamethrower30'
'4365','iwlha35','Wind_Flamethrower35'
'4366','iwlhb35','Endurance_Flamethrower35'
'4367','iwlhc35','Fine_Flamethrower35'
'4368','iwlhd35','Smart_Flamethrower35'
'4369','iwlhe35','Strong_Flamethrower35'
'4370','iwlhf35','Solid_Flamethrower35'
'4371','iwlhg35','Strength_Flamethrower35'
'4372','iwlhh35','Advanced_Strength_Flamethrower35'
'4373','iwlhi35','Vampire_Flamethrower35'
'4374','iwlhj35','Guardian_Flamethrower35'
'4375','iwlhk35','Sharp_Flamethrower35'
'4376','iwlhl35','Grand_Flamethrower35'
'4377','iwlha40','Wind_Flamethrower'
'4378','iwlhb40','Endurance_Flamethrower'
'4379','iwlhc40','Fine_Flamethrower'
'4380','iwlhd40','Smart_Flamethrower'
'4381','iwlhe40','Strong_Flamethrower'
'4382','iwlhf40','Solid_Flamethrower'
'4383','iwlhg40','Strength_Flamethrower'
'4384','iwlhh40','Advanced_Strength_Flamethrower'
'4385','iwlhi40','Vampire_Flamethrower'
'4386','iwlhj40','Guardian_Flamethrower'
'4387','iwlhk40','Sharp_Flamethrower'
'4388','iwlhl40','Grand_Flamethrower'
'4389','iwlha45','Wind_Flamethrower45'
'4390','iwlhb45','Endurance_Flamethrower45'
'4391','iwlhc45','Fine_Flamethrower45'
'4392','iwlhd45','Smart_Flamethrower45'
'4393','iwlhe45','Strong_Flamethrower45'
'4394','iwlhf45','Solid_Flamethrower45'
'4395','iwlhg45','Strength_Flamethrower45'
'4396','iwlhh45','Advanced_Strength_Flamethrower45'
'4397','iwlhi45','Vampire_Flamethrower45'
'4398','iwlhj45','Guardian_Flamethrower45'
'4399','iwlhk45','Sharp_Flamethrower45'
'4400','iwlhl45','Grand_Flamethrower45'
'4401','iwlha50','Wind_Flamethrower50'
'4402','iwlhb50','Endurance_Flamethrower50'
'4403','iwlhc50','Fine_Flamethrower50'
'4404','iwlhd50','Smart_Flamethrower50'
'4405','iwlhe50','Strong_Flamethrower50'
'4406','iwlhf50','Solid_Flamethrower50'
'4407','iwlhg50','Strength_Flamethrower50'
'4408','iwlhh50','Advanced_Strength_Flamethrower50'
'4409','iwlhi50','Vampire_Flamethrower50'
'4410','iwlhj50','Guardian_Flamethrower50'
'4411','iwlhk50','Sharp_Flamethrower50'
'4412','iwlhl50','Grand_Flamethrower50'
'4413','iwkja30','Wind_Intense_Beem_Saver(30)'
'4414','iwkjb30','Endurance_Intense_Beem_Saver(30)'
'4415','iwkjc30','Pain_Intense_Beem_Saver(30)'
'4416','iwkjd30','Smart_Intense_Beem_Saver(30)'
'4417','iwkje30','Strong_Intense_Beem_Saver(30)'
'4418','iwkjf30','Solid_Intense_Beem_Saver(30)'
'4419','iwkjg30','Strength_Intense_Beem_Saver(30)'
'4420','iwkjh30','Advanced_Strength_Intense_Beem_Saver(30)'
'4421','iwkji30','Vampire_Intense_Beem_Saver(30)'
'4422','iwkjj30','Guardian_Intense_Beem_Saver(30)'
'4423','iwkjk30','Sharp_Intense_Beem_Saver(30)'
'4424','iwkjl30','Grand_Intense_Beem_Saver(30)'
'4425','iwkja35','Wind_Intense_Bon_Knife(35)'
'4426','iwkjb35','Endurance_Intense_Bon_Knife(35)'
'4427','iwkjc35','Pain_Intense_Bon_Knife(35)'
'4428','iwkjd35','Smart_Intense_Bon_Knife(35)'
'4429','iwkje35','Strong_Intense_Bon_Knife(35)'
'4430','iwkjf35','Solid_Intense_Bon_Knife(35)'
'4431','iwkjg35','Strength_Intense_Bon_Knife(35)'
'4432','iwkjh35','Advanced_Strength_Intense_Bon_Knife(35)'
'4433','iwkji35','Vampire_Intense_Bon_Knife(35)'
'4434','iwkjj35','Guardian_Intense_Bon_Knife(35)'
'4435','iwkjk35','Sharp_Intense_Bon_Knife(35)'
'4436','iwkjl35','Grand_Intense_Bon_Knife(35)'
'4437','iwkja40','Wind_Intense_Gun_Blade(40)'
'4438','iwkjb40','Endurance_Intense_Gun_Blade(40)'
'4439','iwkjc40','Pain_Intense_Gun_Blade(40)'
'4440','iwkjd40','Smart_Intense_Gun_Blade(40)'
'4441','iwkje40','Strong_Intense_Gun_Blade(40)'
'4442','iwkjf40','Solid_Intense_Gun_Blade(40)'
'4443','iwkjg40','Strength_Intense_Gun_Blade(40)'
'4444','iwkjh40','Advanced_Strength_Intense_Gun_Blade(40)'
'4445','iwkji40','Vampire_Intense_Gun_Blade(40)'
'4446','iwkjj40','Guardian_Intense_Gun_Blade(40)'
'4447','iwkjk40','Sharp_Intense_Gun_Blade(40)'
'4448','iwkjl40','Grand_Intense_Gun_Blade(40)'
'4449','iwkja45','Wind_Intense_Cycle_Knife(45)'
'4450','iwkjb45','Endurance_Intense_Cycle_Knife(45)'
'4451','iwkjc45','Pain_Intense_Cycle_Knife(45)'
'4452','iwkjd45','Smart_Intense_Cycle_Knife(45)'
'4453','iwkje45','Strong_Intense_Cycle_Knife(45)'
'4454','iwkjf45','Solid_Intense_Cycle_Knife(45)'
'4455','iwkjg45','Strength_Intense_Cycle_Knife(45)'
'4456','iwkjh45','Advanced_Strength_Intense_Cycle_Knife(45)'
'4457','iwkji45','Vampire_Intense_Cycle_Knife(45)'
'4458','iwkjj45','Guardian_Intense_Cycle_Knife(45)'
'4459','iwkjk45','Sharp_Intense_Cycle_Knife(45)'
'4460','iwkjl45','Grand_Intense_Cycle_Knife(45)'
'4461','iwkja50','Wind_Intense_Hora_Knife(50)'
'4462','iwkjb50','Endurance_Intense_Hora_Knife(50)'
'4463','iwkjc50','Pain_Intense_Hora_Knife(50)'
'4464','iwkjd50','Smart_Intense_Hora_Knife(50)'
'4465','iwkje50','Strong_Intense_Hora_Knife(50)'
'4466','iwkjf50','Solid_Intense_Hora_Knife(50)'
'4467','iwkjg50','Strength_Intense_Hora_Knife(50)'
'4468','iwkjh50','Advanced_Strength_Intense_Hora_Knife(50)'
'4469','iwkji50','Vampire_Intense_Hora_Knife(50)'
'4470','iwkjj50','Guardian_Intense_Hora_Knife(50)'
'4471','iwkjk50','Sharp_Intense_Hora_Knife(50)'
'4472','iwkjl50','Grand_Intense_Hora_Knife(50)'
'4473','iwsja30','Wind_Intense_Beem_Sword(30)'
'4474','iwsjb30','Endurance_Intense_Beem_Sword(30)'
'4475','iwsjc30','Pain_Intense_Beem_Sword(30)'
'4476','iwsjd30','Smart_Intense_Beem_Sword(30)'
'4477','iwsje30','Strong_Intense_Beem_Sword(30)'
'4478','iwsjf30','Solid_Intense_Beem_Sword(30)'
'4479','iwsjg30','Strength_Intense_Beem_Sword(30)'
'4480','iwsjh30','Advanced_Strength_Intense_Beem_Sword(30)'
'4481','iwsji30','Vampire_Intense_Beem_Sword(30)'
'4482','iwsjj30','Guardian_Intense_Beem_Sword(30)'
'4483','iwsjk30','Sharp_Intense_Beem_Sword(30)'
'4484','iwsjl30','Grand_Intense_Beem_Sword(30)'
'4485','iwsja35','Wind_Intense_Scale_Sword(35)'
'4486','iwsjb35','Endurance_Intense_Scale_Sword(35)'
'4487','iwsjc35','Pain_Intense_Scale_Sword(35)'
'4488','iwsjd35','Smart_Intense_Scale_Sword(35)'
'4489','iwsje35','Strong_Intense_Scale_Sword(35)'
'4490','iwsjf35','Solid_Intense_Scale_Sword(35)'
'4491','iwsjg35','Strength_Intense_Scale_Sword(35)'
'4492','iwsjh35','Advanced_Strength_Intense_Scale_Sword(35)'
'4493','iwsji35','Vampire_Intense_Scale_Sword(35)'
'4494','iwsjj35','Guardian_Intense_Scale_Sword(35)'
'4495','iwsjk35','Sharp_Intense_Scale_Sword(35)'
'4496','iwsjl35','Grand_Intense_Scale_Sword(35)'
'4497','iwsja40','Wind_Intense_Estuck(40)'
'4498','iwsjb40','Endurance_Intense_Estuck(40)'
'4499','iwsjc40','Pain_Intense_Estuck(40)'
'4500','iwsjd40','Smart_Intense_Estuck(40)'
'4501','iwsje40','Strong_Intense_Estuck(40)'
'4502','iwsjf40','Solid_Intense_Estuck(40)'
'4503','iwsjg40','Strength_Intense_Estuck(40)'
'4504','iwsjh40','Advanced_Strength_Intense_Estuck(40)'
'4505','iwsji40','Vampire_Intense_Estuck(40)'
'4506','iwsjj40','Guardian_Intense_Estuck(40)'
'4507','iwsjk40','Sharp_Intense_Estuck(40)'
'4508','iwsjl40','Grand_Intense_Estuck(40)'
'4509','iwsja45','Wind_Intense_Spedona(45)'
'4510','iwsjb45','Endurance_Intense_Spedona(45)'
'4511','iwsjc45','Pain_Intense_Spedona(45)'
'4512','iwsjd45','Smart_Intense_Spedona(45)'
'4513','iwsje45','Strong_Intense_Spedona(45)'
'4514','iwsjf45','Solid_Intense_Spedona(45)'
'4515','iwsjg45','Strength_Intense_Spedona(45)'
'4516','iwsjh45','Advanced_Strength_Intense_Spedona(45)'
'4517','iwsji45','Vampire_Intense_Spedona(45)'
'4518','iwsjj45','Guardian_Intense_Spedona(45)'
'4519','iwsjk45','Sharp_Intense_Spedona(45)'
'4520','iwsjl45','Grand_Intense_Spedona(45)'
'4521','iwsja50','Wind_Intense_Hora_Sword(50)'
'4522','iwsjb50','Endurance_Intense_Hora_Sword(50)'
'4523','iwsjc50','Pain_Intense_Hora_Sword(50)'
'4524','iwsjd50','Smart_Intense_Hora_Sword(50)'
'4525','iwsje50','Strong_Intense_Hora_Sword(50)'
'4526','iwsjf50','Solid_Intense_Hora_Sword(50)'
'4527','iwsjg50','Strength_Intense_Hora_Sword(50)'
'4528','iwsjh50','Advanced_Strength_Intense_Hora_Sword(50)'
'4529','iwsji50','Vampire_Intense_Hora_Sword(50)'
'4530','iwsjj50','Guardian_Intense_Hora_Sword(50)'
'4531','iwsjk50','Sharp_Intense_Hora_Sword(50)'
'4532','iwsjl50','Grand_Intense_Hora_Sword(50)'
'4533','iwxja30','Wind_Intense_Battle_Beem_Axe(30)'
'4534','iwxjb30','Endurance_Intense_Battle_Beem_Axe(30)'
'4535','iwxjc30','Pain_Intense_Battle_Beem_Axe(30)'
'4536','iwxjd30','Smart_Intense_Battle_Beem_Axe(30)'
'4537','iwxje30','Strong_Intense_Battle_Beem_Axe(30)'
'4538','iwxjf30','Solid_Intense_Battle_Beem_Axe(30)'
'4539','iwxjg30','Strength_Intense_Battle_Beem_Axe(30)'
'4540','iwxjh30','Advanced_Strength_Intense_Battle_Beem_Axe(30)'
'4541','iwxji30','Vampire_Intense_Battle_Beem_Axe(30)'
'4542','iwxjj30','Guardian_Intense_Battle_Beem_Axe(30)'
'4543','iwxjk30','Sharp_Intense_Battle_Beem_Axe(30)'
'4544','iwxjl30','Grand_Intense_Battle_Beem_Axe(30)'
'4545','iwxja35','Wind_Intense_Great_Beem_Axe(35)'
'4546','iwxjb35','Endurance_Intense_Great_Beem_Axe(35)'
'4547','iwxjc35','Pain_Intense_Great_Beem_Axe(35)'
'4548','iwxjd35','Smart_Intense_Great_Beem_Axe(35)'
'4549','iwxje35','Strong_Intense_Great_Beem_Axe(35)'
'4550','iwxjf35','Solid_Intense_Great_Beem_Axe(35)'
'4551','iwxjg35','Strength_Intense_Great_Beem_Axe(35)'
'4552','iwxjh35','Advanced_Strength_Intense_Great_Beem_Axe(35)'
'4553','iwxji35','Vampire_Intense_Great_Beem_Axe(35)'
'4554','iwxjj35','Guardian_Intense_Great_Beem_Axe(35)'
'4555','iwxjk35','Sharp_Intense_Great_Beem_Axe(35)'
'4556','iwxjl35','Grand_Intense_Great_Beem_Axe(35)'
'4557','iwxja40','Wind_Intense_Buroba(40)'
'4558','iwxjb40','Endurance_Intense_Buroba(40)'
'4559','iwxjc40','Pain_Intense_Buroba(40)'
'4560','iwxjd40','Smart_Intense_Buroba(40)'
'4561','iwxje40','Strong_Intense_Buroba(40)'
'4562','iwxjf40','Solid_Intense_Buroba(40)'
'4563','iwxjg40','Strength_Intense_Buroba(40)'
'4564','iwxjh40','Advanced_Strength_Intense_Buroba(40)'
'4565','iwxji40','Vampire_Intense_Buroba(40)'
'4566','iwxjj40','Guardian_Intense_Buroba(40)'
'4567','iwxjk40','Sharp_Intense_Buroba(40)'
'4568','iwxjl40','Grand_Intense_Buroba(40)'
'4569','iwxja45','Wind_Intense_Tower_Axe(45)'
'4570','iwxjb45','Endurance_Intense_Tower_Axe(45)'
'4571','iwxjc45','Pain_Intense_Tower_Axe(45)'
'4572','iwxjd45','Smart_Intense_Tower_Axe(45)'
'4573','iwxje45','Strong_Intense_Tower_Axe(45)'
'4574','iwxjf45','Solid_Intense_Tower_Axe(45)'
'4575','iwxjg45','Strength_Intense_Tower_Axe(45)'
'4576','iwxjh45','Advanced_Strength_Intense_Tower_Axe(45)'
'4577','iwxji45','Vampire_Intense_Tower_Axe(45)'
'4578','iwxjj45','Guardian_Intense_Tower_Axe(45)'
'4579','iwxjk45','Sharp_Intense_Tower_Axe(45)'
'4580','iwxjl45','Grand_Intense_Tower_Axe(45)'
'4581','iwxja50','Wind_Intense_Hora_Axe(50)'
'4582','iwxjb50','Endurance_Intense_Hora_Axe(50)'
'4583','iwxjc50','Pain_Intense_Hora_Axe(50)'
'4584','iwxjd50','Smart_Intense_Hora_Axe(50)'
'4585','iwxje50','Strong_Intense_Hora_Axe(50)'
'4586','iwxjf50','Solid_Intense_Hora_Axe(50)'
'4587','iwxjg50','Strength_Intense_Hora_Axe(50)'
'4588','iwxjh50','Advanced_Strength_Intense_Hora_Axe(50)'
'4589','iwxji50','Vampire_Intense_Hora_Axe(50)'
'4590','iwxjj50','Guardian_Intense_Hora_Axe(50)'
'4591','iwxjk50','Sharp_Intense_Hora_Axe(50)'
'4592','iwxjl50','Grand_Intense_Hora_Axe(50)'
'4593','iwmja30','Wind_Intense_Beem_Hammer(30)'
'4594','iwmjb30','Endurance_Intense_Beem_Hammer(30)'
'4595','iwmjc30','Pain_Intense_Beem_Hammer(30)'
'4596','iwmjd30','Smart_Intense_Beem_Hammer(30)'
'4597','iwmje30','Strong_Intense_Beem_Hammer(30)'
'4598','iwmjf30','Solid_Intense_Beem_Hammer(30)'
'4599','iwmjg30','Strength_Intense_Beem_Hammer(30)'
'4600','iwmjh30','Advanced_Strength_Intense_Beem_Hammer(30)'
'4601','iwmji30','Vampire_Intense_Beem_Hammer(30)'
'4602','iwmjj30','Guardian_Intense_Beem_Hammer(30)'
'4603','iwmjk30','Sharp_Intense_Beem_Hammer(30)'
'4604','iwmjl30','Grand_Intense_Beem_Hammer(30)'
'4605','iwmja35','Wind_Intense_Great_Maul(35)'
'4606','iwmjb35','Endurance_Intense_Great_Maul(35)'
'4607','iwmjc35','Pain_Intense_Great_Maul(35)'
'4608','iwmjd35','Smart_Intense_Great_Maul(35)'
'4609','iwmje35','Strong_Intense_Great_Maul(35)'
'4610','iwmjf35','Solid_Intense_Great_Maul(35)'
'4611','iwmjg35','Strength_Intense_Great_Maul(35)'
'4612','iwmjh35','Advanced_Strength_Intense_Great_Maul(35)'
'4613','iwmji35','Vampire_Intense_Great_Maul(35)'
'4614','iwmjj35','Guardian_Intense_Great_Maul(35)'
'4615','iwmjk35','Sharp_Intense_Great_Maul(35)'
'4616','iwmjl35','Grand_Intense_Great_Maul(35)'
'4617','iwmja40','Wind_Intense_Beem_Great_Hammer(40)'
'4618','iwmjb40','Endurance_Intense_Beem_Great_Hammer(40)'
'4619','iwmjc40','Pain_Intense_Beem_Great_Hammer(40)'
'4620','iwmjd40','Smart_Intense_Beem_Great_Hammer(40)'
