'0','ildbf01','Default_Bellato_Male_Pants1'
'1594','ilpwy47','Sharp_Intense_JMHora_Trouser(C)'
'1595','ilpwz47','Endurance_Intense_JMHora_Trouser(C)'
'1596','ilprq47','Advanced_Strength_Intense_Ranger_Slacks(C)'
'1597','ilprr47','Fine_Intense_Ranger_Slacks(C)'
'1598','ilprs47','Strong_Intense_Ranger_Slacks(C)'
'1599','ilprt47','Solid_Intense_Ranger_Slacks(C)'
'1600','ilpru47','Strength_Intense_Ranger_Slacks(C)'
'1601','ilprv47','Protection_Intense_Ranger_Slacks(C)'
'1602','ilprw47','Vampire_Intense_Ranger_Slacks(C)'
'1603','ilprx47','Guardian_Intense_Ranger_Slacks(C)'
'1604','ilpry47','Sharp_Intense_Ranger_Slacks(C)'
'1605','ilprz47','Endurance_Intense_Ranger_Slacks(C)'
'1606','ilpfq47','Advanced_Strength_Intense_Decem_Trouser(C)'
'1607','ilpfr47','Fine_Intense_Decem_Trouser(C)'
'1608','ilpfs47','Strong_Intense_Decem_Trouser(C)'
'1609','ilpft47','Solid_Intense_Decem_Trouser(C)'
'1610','ilpfu47','Strength_Intense_Decem_Trouser(C)'
'1611','ilpfv47','Protection_Intense_Decem_Trouser(C)'
'1612','ilpfw47','Vampire_Intense_Decem_Trouser(C)'
'1613','ilpfx47','Guardian_Intense_Decem_Trouser(C)'
'1614','ilpfy47','Sharp_Intense_Decem_Trouser(C)'
'1615','ilpfz47','Endurance_Intense_Decem_Trouser(C)'
'1616','ilpwq45','Advanced_Strength_Intense_Large_Rogue_Trouser(C)'
'1617','ilpwr45','Fine_Intense_Large_Rogue_Trouser(C)'
'1618','ilpws45','Strong_Intense_Large_Rogue_Trouser(C)'
'1619','ilpwt45','Solid_Intense_Large_Rogue_Trouser(C)'
'1620','ilpwu45','Strength_Intense_Large_Rogue_Trouser(C)'
'1621','ilpwv45','Protection_Intense_Large_Rogue_Trouser(C)'
'1622','ilpww45','Vampire_Intense_Large_Rogue_Trouser(C)'
'1623','ilpwx45','Guardian_Intense_Large_Rogue_Trouser(C)'
'1624','ilpwy45','Sharp_Intense_Large_Rogue_Trouser(C)'
'1625','ilpwz45','Endurance_Intense_Large_Rogue_Trouser(C)'
'1626','ilprq45','Advanced_Strength_Intense_Top_Velocity_Slacks(C)'
'1627','ilprr45','Fine_Intense_Top_Velocity_Slacks(C)'
'1628','ilprs45','Strong_Intense_Top_Velocity_Slacks(C)'
'1629','ilprt45','Solid_Intense_Top_Velocity_Slacks(C)'
'1630','ilpru45','Strength_Intense_Top_Velocity_Slacks(C)'
'1631','ilprv45','Protection_Intense_Top_Velocity_Slacks(C)'
'1632','ilprw45','Vampire_Intense_Top_Velocity_Slacks(C)'
'1633','ilprx45','Guardian_Intense_Top_Velocity_Slacks(C)'
'1634','ilpry45','Sharp_Intense_Top_Velocity_Slacks(C)'
'1635','ilprz45','Endurance_Intense_Top_Velocity_Slacks(C)'
'1636','ilpfq45','Advanced_Strength_Intense_Elixir_Trouser(C)'
'1637','ilpfr45','Fine_Intense_Elixir_Trouser(C)'
'1638','ilpfs45','Strong_Intense_Elixir_Trouser(C)'
'1639','ilpft45','Solid_Intense_Elixir_Trouser(C)'
'1640','ilpfu45','Strength_Intense_Elixir_Trouser(C)'
'1641','ilpfv45','Protection_Intense_Elixir_Trouser(C)'
'1642','ilpfw45','Vampire_Intense_Elixir_Trouser(C)'
'1643','ilpfx45','Guardian_Intense_Elixir_Trouser(C)'
'1644','ilpfy45','Sharp_Intense_Elixir_Trouser(C)'
'1645','ilpfz45','Endurance_Intense_Elixir_Trouser(C)'
'1646','ilpwq43','Advanced_Strength_Intense_Rogue_Trouser(C)'
'1647','ilpwr43','Fine_Intense_Rogue_Trouser(C)'
'1648','ilpws43','Strong_Intense_Rogue_Trouser(C)'
'1649','ilpwt43','Solid_Intense_Rogue_Trouser(C)'
'1650','ilpwu43','Strength_Intense_Rogue_Trouser(C)'
'1651','ilpwv43','Protection_Intense_Rogue_Trouser(C)'
'1652','ilpww43','Vampire_Intense_Rogue_Trouser(C)'
'1653','ilpwx43','Guardian_Intense_Rogue_Trouser(C)'
'1654','ilpwy43','Sharp_Intense_Rogue_Trouser(C)'
'1655','ilpwz43','Endurance_Intense_Rogue_Trouser(C)'
'1656','ilprq43','Advanced_Strength_Intense_Velocity_Slacks(C)'
'1657','ilprr43','Fine_Intense_Velocity_Slacks(C)'
'1658','ilprs43','Strong_Intense_Velocity_Slacks(C)'
'1659','ilprt43','Solid_Intense_Velocity_Slacks(C)'
'1660','ilpru43','Strength_Intense_Velocity_Slacks(C)'
'1661','ilprv43','Protection_Intense_Velocity_Slacks(C)'
'1662','ilprw43','Vampire_Intense_Velocity_Slacks(C)'
'1663','ilprx43','Guardian_Intense_Velocity_Slacks(C)'
'1664','ilpry43','Sharp_Intense_Velocity_Slacks(C)'
'1665','ilprz43','Endurance_Intense_Velocity_Slacks(C)'
'1666','ilpfq43','Advanced_Strength_Intense_Shamans_Trouser(C)'
'1667','ilpfr43','Fine_Intense_Shamans_Trouser(C)'
'1668','ilpfs43','Strong_Intense_Shamans_Trouser(C)'
'1669','ilpft43','Solid_Intense_Shamans_Trouser(C)'
'1670','ilpfu43','Strength_Intense_Shamans_Trouser(C)'
'1671','ilpfv43','Protection_Intense_Shamans_Trouser(C)'
'1672','ilpfw43','Vampire_Intense_Shamans_Trouser(C)'
'1673','ilpfx43','Guardian_Intense_Shamans_Trouser(C)'
'1674','ilpfy43','Sharp_Intense_Shamans_Trouser(C)'
'1675','ilpfz43','Endurance_Intense_Shamans_Trouser(C)'
'1676','ilpwq41','Advanced_Strength_Intense_Odins_Trouser(C)'
'1677','ilpwr41','Fine_Intense_Odins_Trouser(C)'
'1678','ilpws41','Strong_Intense_Odins_Trouser(C)'
'1679','ilpwt41','Solid_Intense_Odins_Trouser(C)'
'1680','ilpwu41','Strength_Intense_Odins_Trouser(C)'
'1681','ilpwv41','Protection_Intense_Odins_Trouser(C)'
'1682','ilpww41','Vampire_Intense_Odins_Trouser(C)'
'1683','ilpwx41','Guardian_Intense_Odins_Trouser(C)'
'1684','ilpwy41','Sharp_Intense_Odins_Trouser(C)'
'1685','ilpwz41','Endurance_Intense_Odins_Trouser(C)'
'1686','ilprq41','Advanced_Strength_Intense_Glow_Slacks(C)'
'1687','ilprr41','Fine_Intense_Glow_Slacks(C)'
'1688','ilprs41','Strong_Intense_Glow_Slacks(C)'
'1689','ilprt41','Solid_Intense_Glow_Slacks(C)'
'1690','ilpru41','Strength_Intense_Glow_Slacks(C)'
'1691','ilprv41','Protection_Intense_Glow_Slacks(C)'
'1692','ilprw41','Vampire_Intense_Glow_Slacks(C)'
'1693','ilprx41','Guardian_Intense_Glow_Slacks(C)'
'1694','ilpry41','Sharp_Intense_Glow_Slacks(C)'
'1695','ilprz41','Endurance_Intense_Glow_Slacks(C)'
'1696','ilpfq41','Advanced_Strength_Intense_Ithaco_Trouser(C)'
'1697','ilpfr41','Fine_Intense_Ithaco_Trouser(C)'
'1698','ilpfs41','Strong_Intense_Ithaco_Trouser(C)'
'1699','ilpft41','Solid_Intense_Ithaco_Trouser(C)'
'1700','ilpfu41','Strength_Intense_Ithaco_Trouser(C)'
'1701','ilpfv41','Protection_Intense_Ithaco_Trouser(C)'
'1702','ilpfw41','Vampire_Intense_Ithaco_Trouser(C)'
'1703','ilpfx41','Guardian_Intense_Ithaco_Trouser(C)'
'1704','ilpfy41','Sharp_Intense_Ithaco_Trouser(C)'
'1705','ilpfz41','Endurance_Intense_Ithaco_Trouser(C)'
'1706','ilpwq39','Advanced_Strength_Intense_Odins_La_Slacks(C)'
'1707','ilpwr39','Fine_Intense_Odins_La_Slacks(C)'
'1708','ilpws39','Strong_Intense_Odins_La_Slacks(C)'
'1709','ilpwt39','Solid_Intense_Odins_La_Slacks(C)'
'1710','ilpwu39','Strength_Intense_Odins_La_Slacks(C)'
'1711','ilpwv39','Protection_Intense_Odins_La_Slacks(C)'
'1712','ilpww39','Vampire_Intense_Odins_La_Slacks(C)'
'1713','ilpwx39','Guardian_Intense_Odins_La_Slacks(C)'
'1714','ilpwy39','Sharp_Intense_Odins_La_Slacks(C)'
'1715','ilpwz39','Endurance_Intense_Odins_La_Slacks(C)'
'1716','ilprq39','Advanced_Strength_Intense_Limit_Glow_Droiders(C)'
'1717','ilprr39','Fine_Intense_Limit_Glow_Droiders(C)'
'1718','ilprs39','Strong_Intense_Limit_Glow_Droiders(C)'
'1719','ilprt39','Solid_Intense_Limit_Glow_Droiders(C)'
'1720','ilpru39','Strength_Intense_Limit_Glow_Droiders(C)'
'1721','ilprv39','Protection_Intense_Limit_Glow_Droiders(C)'
'1722','ilprw39','Vampire_Intense_Limit_Glow_Droiders(C)'
'1723','ilprx39','Guardian_Intense_Limit_Glow_Droiders(C)'
'1724','ilpry39','Sharp_Intense_Limit_Glow_Droiders(C)'
'1725','ilprz39','Endurance_Intense_Limit_Glow_Droiders(C)'
'1726','ilpfq39','Advanced_Strength_Intense_Force_Slacks(C)'
'1727','ilpfr39','Fine_Intense_Force_Slacks(C)'
'1728','ilpfs39','Strong_Intense_Force_Slacks(C)'
'1729','ilpft39','Solid_Intense_Force_Slacks(C)'
'1730','ilpfu39','Strength_Intense_Force_Slacks(C)'
'1731','ilpfv39','Protection_Intense_Force_Slacks(C)'
'1732','ilpfw39','Vampire_Intense_Force_Slacks(C)'
'1733','ilpfx39','Guardian_Intense_Force_Slacks(C)'
'1734','ilpfy39','Sharp_Intense_Force_Slacks(C)'
'1735','ilpfz39','Endurance_Intense_Force_Slacks(C)'
'1736','iljwq50','Advanced_Strength_Intense_Golden_Trouser(C)'
'1737','iljwr50','Fine_Intense_Golden_Trouser(C)'
'1738','iljws50','Strong_Intense_Golden_Trouser(C)'
'1739','iljwt50','Solid_Intense_Golden_Trouser(C)'
'1740','iljwu50','Strength_Intense_Golden_Trouser(C)'
'1741','iljwv50','Protection_Intense_Golden_Trouser(C)'
'1742','iljww50','Vampire_Intense_Golden_Trouser(C)'
'1743','iljwx50','Guardian_Intense_Golden_Trouser(C)'
'1744','iljwy50','Sharp_Intense_Golden_Trouser(C)'
'1745','iljwz50','Endurance_Intense_Golden_Trouser(C)'
'1746','iljrq50','Advanced_Strength_Intense_Fleets_Slacks(C)'
'1747','iljrr50','Fine_Intense_Fleets_Slacks(C)'
'1748','iljrs50','Strong_Intense_Fleets_Slacks(C)'
'1749','iljrt50','Solid_Intense_Fleets_Slacks(C)'
'1750','iljru50','Strength_Intense_Fleets_Slacks(C)'
'1751','iljrv50','Protection_Intense_Fleets_Slacks(C)'
'1752','iljrw50','Vampire_Intense_Fleets_Slacks(C)'
'1753','iljrx50','Guardian_Intense_Fleets_Slacks(C)'
'1754','iljry50','Sharp_Intense_Fleets_Slacks(C)'
'1755','iljrz50','Endurance_Intense_Fleets_Slacks(C)'
'1756','iljfq50','Advanced_Strength_Intense_Noble_Hora_Trouser(C)'
'1757','iljfr50','Fine_Intense_Noble_Hora_Trouser(C)'
'1758','iljfs50','Strong_Intense_Noble_Hora_Trouser(C)'
'1759','iljft50','Solid_Intense_Noble_Hora_Trouser(C)'
'1760','iljfu50','Strength_Intense_Noble_Hora_Trouser(C)'
'1761','iljfv50','Protection_Intense_Noble_Hora_Trouser(C)'
'1762','iljfw50','Vampire_Intense_Noble_Hora_Trouser(C)'
'1763','iljfx50','Guardian_Intense_Noble_Hora_Trouser(C)'
'1764','iljfy50','Sharp_Intense_Noble_Hora_Trouser(C)'
'1765','iljfz50','Endurance_Intense_Noble_Hora_Trouser(C)'
'1766','iljwq47','Advanced_Strength_Intense_Berserker_Trouser(C)'
'1767','iljwr47','Fine_Intense_Berserker_Trouser(C)'
'1768','iljws47','Strong_Intense_Berserker_Trouser(C)'
'1769','iljwt47','Solid_Intense_Berserker_Trouser(C)'
'1770','iljwu47','Strength_Intense_Berserker_Trouser(C)'
'1771','iljwv47','Protection_Intense_Berserker_Trouser(C)'
'1772','iljww47','Vampire_Intense_Berserker_Trouser(C)'
'1773','iljwx47','Guardian_Intense_Berserker_Trouser(C)'
'1774','iljwy47','Sharp_Intense_Berserker_Trouser(C)'
'1775','iljwz47','Endurance_Intense_Berserker_Trouser(C)'
'1776','iljrq47','Advanced_Strength_Intense_Small_Hora_Slacks(C)'
'1777','iljrr47','Fine_Intense_Small_Hora_Slacks(C)'
'1778','iljrs47','Strong_Intense_Small_Hora_Slacks(C)'
'1779','iljrt47','Solid_Intense_Small_Hora_Slacks(C)'
'1780','iljru47','Strength_Intense_Small_Hora_Slacks(C)'
'1781','iljrv47','Protection_Intense_Small_Hora_Slacks(C)'
'1782','iljrw47','Vampire_Intense_Small_Hora_Slacks(C)'
'1783','iljrx47','Guardian_Intense_Small_Hora_Slacks(C)'
'1784','iljry47','Sharp_Intense_Small_Hora_Slacks(C)'
'1785','iljrz47','Endurance_Intense_Small_Hora_Slacks(C)'
'1786','iljfq47','Advanced_Strength_Intense_Noble__Trouser(C)'
'1787','iljfr47','Fine_Intense_Noble__Trouser(C)'
'1788','iljfs47','Strong_Intense_Noble__Trouser(C)'
'1789','iljft47','Solid_Intense_Noble__Trouser(C)'
'1790','iljfu47','Strength_Intense_Noble__Trouser(C)'
'1791','iljfv47','Protection_Intense_Noble__Trouser(C)'
'1792','iljfw47','Vampire_Intense_Noble__Trouser(C)'
'1793','iljfx47','Guardian_Intense_Noble__Trouser(C)'
'1794','iljfy47','Sharp_Intense_Noble__Trouser(C)'
'1795','iljfz45','Endurance_Intense_Baal_Trouser(C)'
'1796','iljwq45','Advanced_Strength_Intense_Magnetic_Trouser(C)'
'1797','iljwr45','Fine_Intense_Magnetic_Trouser(C)'
'1798','iljws45','Strong_Intense_Magnetic_Trouser(C)'
'1799','iljwt45','Solid_Intense_Magnetic_Trouser(C)'
'1800','iljwu45','Strength_Intense_Magnetic_Trouser(C)'
'1801','iljwv45','Protection_Intense_Magnetic_Trouser(C)'
'1802','iljww45','Vampire_Intense_Magnetic_Trouser(C)'
'1803','iljwx45','Guardian_Intense_Magnetic_Trouser(C)'
'1804','iljwy45','Sharp_Intense_Magnetic_Trouser(C)'
'1805','iljwz45','Endurance_Intense_Magnetic_Trouser(C)'
'1806','iljrq45','Advanced_Strength_Intense_Dragon_Feather_Slacks(C)'
'1807','iljrr45','Fine_Intense_Dragon_Feather_Slacks(C)'
'1808','iljrs45','Strong_Intense_Dragon_Feather_Slacks(C)'
'1809','iljrt45','Solid_Intense_Dragon_Feather_Slacks(C)'
'1810','iljru45','Strength_Intense_Dragon_Feather_Slacks(C)'
'1811','iljrv45','Protection_Intense_Dragon_Feather_Slacks(C)'
'1812','iljrw45','Vampire_Intense_Dragon_Feather_Slacks(C)'
'1813','iljrx45','Guardian_Intense_Dragon_Feather_Slacks(C)'
'1814','iljry45','Sharp_Intense_Dragon_Feather_Slacks(C)'
'1815','iljrz45','Endurance_Intense_Dragon_Feather_Slacks(C)'
'1816','iljfq45','Advanced_Strength_Intense_Baal_Trouser(C)'
'1817','iljfr45','Fine_Intense_Baal_Trouser(C)'
'1818','iljfs45','Strong_Intense_Baal_Trouser(C)'
'1819','iljft45','Solid_Intense_Baal_Trouser(C)'
'1820','iljfu45','Strength_Intense_Baal_Trouser(C)'
'1821','iljfv45','Protection_Intense_Baal_Trouser(C)'
'1822','iljfw45','Vampire_Intense_Baal_Trouser(C)'
'1823','iljfx45','Guardian_Intense_Baal_Trouser(C)'
'1824','iljfy45','Sharp_Intense_Baal_Trouser(C)'
'1825','iljfz45','Endurance_Intense_Baal_Trouser(C)'
'1826','iljwq43','Advanced_Strength_Intense_Chip_Magnetic_Trouser(C)'
'1827','iljwr43','Fine_Intense_Chip_Magnetic_Trouser(C)'
'1828','iljws43','Strong_Intense_Chip_Magnetic_Trouser(C)'
'1829','iljwt43','Solid_Intense_Chip_Magnetic_Trouser(C)'
'1830','iljwu43','Strength_Intense_Chip_Magnetic_Trouser(C)'
'1831','iljwv43','Protection_Intense_Chip_Magnetic_Trouser(C)'
'1832','iljww43','Vampire_Intense_Chip_Magnetic_Trouser(C)'
'1833','iljwx43','Guardian_Intense_Chip_Magnetic_Trouser(C)'
'1834','iljwy43','Sharp_Intense_Chip_Magnetic_Trouser(C)'
'1835','iljwz43','Endurance_Intense_Chip_Magnetic_Trouser(C)'
'1836','iljrq43','Advanced_Strength_Intense_Feather_Slacks(C)'
'1837','iljrr43','Fine_Intense_Feather_Slacks(C)'
'1838','iljrs43','Strong_Intense_Feather_Slacks(C)'
'1839','iljrt43','Solid_Intense_Feather_Slacks(C)'
'1840','iljru43','Strength_Intense_Feather_Slacks(C)'
'1841','iljrv43','Protection_Intense_Feather_Slacks(C)'
'1842','iljrw43','Vampire_Intense_Feather_Slacks(C)'
'1843','iljrx43','Guardian_Intense_Feather_Slacks(C)'
'1844','iljry43','Sharp_Intense_Feather_Slacks(C)'
'1845','iljrz43','Endurance_Intense_Feather_Slacks(C)'
'1846','iljfq43','Advanced_Strength_Intense_Simple_Baal_Trouser(C)'
'1847','iljfr43','Fine_Intense_Simple_Baal_Trouser(C)'
'1848','iljfs43','Strong_Intense_Simple_Baal_Trouser(C)'
'1849','iljft43','Solid_Intense_Simple_Baal_Trouser(C)'
'1850','iljfu43','Strength_Intense_Simple_Baal_Trouser(C)'
'1851','iljfv43','Protection_Intense_Simple_Baal_Trouser(C)'
'1852','iljfw43','Vampire_Intense_Simple_Baal_Trouser(C)'
'1853','iljfx43','Guardian_Intense_Simple_Baal_Trouser(C)'
'1854','iljfy43','Sharp_Intense_Simple_Baal_Trouser(C)'
'1855','iljfz43','Endurance_Intense_Simple_Baal_Trouser(C)'
'1856','iljwq41','Advanced_Strength_Intense_Double_Core_Trouser(C)'
'1857','iljwr41','Fine_Intense_Double_Core_Trouser(C)'
'1858','iljws41','Strong_Intense_Double_Core_Trouser(C)'
'1859','iljwt41','Solid_Intense_Double_Core_Trouser(C)'
'1860','iljwu41','Strength_Intense_Double_Core_Trouser(C)'
'1861','iljwv41','Protection_Intense_Double_Core_Trouser(C)'
'1862','iljww41','Vampire_Intense_Double_Core_Trouser(C)'
'1863','iljwx41','Guardian_Intense_Double_Core_Trouser(C)'
'1864','iljwy41','Sharp_Intense_Double_Core_Trouser(C)'
'1865','iljwz41','Endurance_Intense_Double_Core_Trouser(C)'
'1866','iljrq41','Advanced_Strength_Intense_El_Slacks(C)'
'1867','iljrr41','Fine_Intense_El_Slacks(C)'
'1868','iljrs41','Strong_Intense_El_Slacks(C)'
'1869','iljrt41','Solid_Intense_El_Slacks(C)'
'1870','iljru41','Strength_Intense_El_Slacks(C)'
'1871','iljrv41','Protection_Intense_El_Slacks(C)'
'1872','iljrw41','Vampire_Intense_El_Slacks(C)'
'1873','iljrx41','Guardian_Intense_El_Slacks(C)'
'1874','iljry41','Sharp_Intense_El_Slacks(C)'
'1875','iljrz41','Endurance_Intense_El_Slacks(C)'
'1876','iljfq41','Advanced_Strength_Intense_Bless_Trouser(C)'
'1877','iljfr41','Fine_Intense_Bless_Trouser(C)'
'1878','iljfs41','Strong_Intense_Bless_Trouser(C)'
'1879','iljft41','Solid_Intense_Bless_Trouser(C)'
'1880','iljfu41','Strength_Intense_Bless_Trouser(C)'
'1881','iljfv41','Protection_Intense_Bless_Trouser(C)'
'1882','iljfw41','Vampire_Intense_Bless_Trouser(C)'
'1883','iljfx41','Guardian_Intense_Bless_Trouser(C)'
'1884','iljfy41','Sharp_Intense_Bless_Trouser(C)'
'1885','iljfz41','Endurance_Intense_Bless_Trouser(C)'
'1886','iljwq39','Advanced_Strength_Intense_Core_Slacks(C)'
'1887','iljwr39','Fine_Intense_Core_Slacks(C)'
'1888','iljws39','Strong_Intense_Core_Slacks(C)'
'1889','iljwt39','Solid_Intense_Core_Slacks(C)'
'1890','iljwu39','Strength_Intense_Core_Slacks(C)'
'1891','iljwv39','Protection_Intense_Core_Slacks(C)'
'1892','iljww39','Vampire_Intense_Core_Slacks(C)'
'1893','iljwx39','Guardian_Intense_Core_Slacks(C)'
'1894','iljwy39','Sharp_Intense_Core_Slacks(C)'
'1895','iljwz39','Endurance_Intense_Core_Slacks(C)'
'1896','iljrq39','Advanced_Strength_Intense_Tiny_El_Drawers(C)'
'1897','iljrr39','Fine_Intense_Tiny_El_Drawers(C)'
'1898','iljrs39','Strong_Intense_Tiny_El_Drawers(C)'
'1899','iljrt39','Solid_Intense_Tiny_El_Drawers(C)'
'1900','iljru39','Strength_Intense_Tiny_El_Drawers(C)'
'1901','iljrv39','Protection_Intense_Tiny_El_Drawers(C)'
'1902','iljrw39','Vampire_Intense_Tiny_El_Drawers(C)'
'1903','iljrx39','Guardian_Intense_Tiny_El_Drawers(C)'
'1904','iljry39','Sharp_Intense_Tiny_El_Drawers(C)'
'1905','iljrz39','Endurance_Intense_Tiny_El_Drawers(C)'
'1906','iljfq39','Advanced_Strength_Intense_Battle_Slacks(C)'
'1907','iljfr39','Fine_Intense_Battle_Slacks(C)'
'1908','iljfs39','Strong_Intense_Battle_Slacks(C)'
'1909','iljft39','Solid_Intense_Battle_Slacks(C)'
'1910','iljfu39','Strength_Intense_Battle_Slacks(C)'
'1911','iljfv39','Protection_Intense_Battle_Slacks(C)'
'1912','iljfw39','Vampire_Intense_Battle_Slacks(C)'
'1913','iljfx39','Guardian_Intense_Battle_Slacks(C)'
'1914','iljfy39','Sharp_Intense_Battle_Slacks(C)'
'1915','iljfz39','Endurance_Intense_Battle_Slacks(C)'
'1916','ilewq50','Advanced_Strength_Intense_Temple_Beam_Leg(C)'
'1917','ilewr50','Fine_Intense_Temple_Beam_Leg(C)'
'1918','ilews50','Strong_Intense_Temple_Beam_Leg(C)'
'1919','ilewt50','Solid_Intense_Temple_Beam_Leg(C)'
'1920','ilewu50','Strength_Intense_Temple_Beam_Leg(C)'
'1921','ilewv50','Protection_Intense_Temple_Beam_Leg(C)'
'1922','ileww50','Vampire_Intense_Temple_Beam_Leg(C)'
'1923','ilewx50','Guardian_Intense_Temple_Beam_Leg(C)'
'1924','ilewy50','Sharp_Intense_Temple_Beam_Leg(C)'
'1925','ilewz50','Endurance_Intense_Temple_Beam_Leg(C)'
'1926','ilerq50','Advanced_Strength_Intense_Metal_Fur_Leg(C)'
'1927','ilerr50','Fine_Intense_Metal_Fur_Leg(C)'
'1928','ilers50','Strong_Intense_Metal_Fur_Leg(C)'
'1929','ilert50','Solid_Intense_Metal_Fur_Leg(C)'
'1930','ileru50','Strength_Intense_Metal_Fur_Leg(C)'
'1931','ilerv50','Protection_Intense_Metal_Fur_Leg(C)'
'1932','ilerw50','Vampire_Intense_Metal_Fur_Leg(C)'
'1933','ilerx50','Guardian_Intense_Metal_Fur_Leg(C)'
'1934','ilery50','Sharp_Intense_Metal_Fur_Leg(C)'
'1935','ilerz50','Endurance_Intense_Metal_Fur_Leg(C)'
'1936','ilefq50','Advanced_Strength_Intense_EW_Leg(C)'
'1937','ilefr50','Fine_Intense_EW_Leg(C)'
'1938','ilefs50','Strong_Intense_EW_Leg(C)'
'1939','ileft50','Solid_Intense_EW_Leg(C)'
'1940','ilefu50','Strength_Intense_EW_Leg(C)'
'1941','ilefv50','Protection_Intense_EW_Leg(C)'
'1942','ilefw50','Vampire_Intense_EW_Leg(C)'
'1943','ilefx50','Guardian_Intense_EW_Leg(C)'
'1944','ilefy50','Sharp_Intense_EW_Leg(C)'
'1945','ilefz50','Endurance_Intense_EW_Leg(C)'
'1946','ilewq47','Advanced_Strength_Intense_Power_Shoot_Leg(C)'
'1947','ilewr47','Fine_Intense_Power_Shoot_Leg(C)'
'1948','ilews47','Strong_Intense_Power_Shoot_Leg(C)'
'1949','ilewt47','Solid_Intense_Power_Shoot_Leg(C)'
'1950','ilewu47','Strength_Intense_Power_Shoot_Leg(C)'
'1951','ilewv47','Protection_Intense_Power_Shoot_Leg(C)'
'1952','ileww47','Vampire_Intense_Power_Shoot_Leg(C)'
'1953','ilewx47','Guardian_Intense_Power_Shoot_Leg(C)'
'1954','ilewy47','Sharp_Intense_Power_Shoot_Leg(C)'
'1955','ilewz47','Endurance_Intense_Power_Shoot_Leg(C)'
'1956','ilerq47','Advanced_Strength_Intense_Hora_Piece_Leg(C)'
'1957','ilerr47','Fine_Intense_Hora_Piece_Leg(C)'
'1958','ilers47','Strong_Intense_Hora_Piece_Leg(C)'
'1959','ilert47','Solid_Intense_Hora_Piece_Leg(C)'
'1960','ileru47','Strength_Intense_Hora_Piece_Leg(C)'
'1961','ilerv47','Protection_Intense_Hora_Piece_Leg(C)'
'1962','ilerw47','Vampire_Intense_Hora_Piece_Leg(C)'
'1963','ilerx47','Guardian_Intense_Hora_Piece_Leg(C)'
'1964','ilery47','Sharp_Intense_Hora_Piece_Leg(C)'
'1965','ilerz47','Endurance_Intense_Hora_Piece_Leg(C)'
'1966','ilefq47','Advanced_Strength_Intense_Normal_EW_Leg(C)'
'1967','ilefr47','Fine_Intense_Normal_EW_Leg(C)'
'1968','ilefs47','Strong_Intense_Normal_EW_Leg(C)'
'1969','ileft47','Solid_Intense_Normal_EW_Leg(C)'
'1970','ilefu47','Strength_Intense_Normal_EW_Leg(C)'
'1971','ilefv47','Protection_Intense_Normal_EW_Leg(C)'
'1972','ilefw47','Vampire_Intense_Normal_EW_Leg(C)'
'1973','ilefx47','Guardian_Intense_Normal_EW_Leg(C)'
'1974','ilefy47','Sharp_Intense_Normal_EW_Leg(C)'
'1975','ilefz47','Endurance_Intense_Normal_EW_Leg(C)'
'1976','ilewq45','Advanced_Strength_Intense_Top_Elloy_Leg(C)'
'1977','ilewr45','Fine_Intense_Top_Elloy_Leg(C)'
'1978','ilews45','Strong_Intense_Top_Elloy_Leg(C)'
'1979','ilewt45','Solid_Intense_Top_Elloy_Leg(C)'
'1980','ilewu45','Strength_Intense_Top_Elloy_Leg(C)'
'1981','ilewv45','Protection_Intense_Top_Elloy_Leg(C)'
'1982','ileww45','Vampire_Intense_Top_Elloy_Leg(C)'
'1983','ilewx45','Guardian_Intense_Top_Elloy_Leg(C)'
'1984','ilewy45','Sharp_Intense_Top_Elloy_Leg(C)'
'1985','ilewz45','Endurance_Intense_Top_Elloy_Leg(C)'
'1986','ilerq45','Advanced_Strength_Intense_Vacuum_Leg(C)'
'1987','ilerr45','Fine_Intense_Vacuum_Leg(C)'
'1988','ilers45','Strong_Intense_Vacuum_Leg(C)'
'1989','ilert45','Solid_Intense_Vacuum_Leg(C)'
'1990','ileru45','Strength_Intense_Vacuum_Leg(C)'
'1991','ilerv45','Protection_Intense_Vacuum_Leg(C)'
'1992','ilerw45','Vampire_Intense_Vacuum_Leg(C)'
'1993','ilerx45','Guardian_Intense_Vacuum_Leg(C)'
'1994','ilery45','Sharp_Intense_Vacuum_Leg(C)'
'1995','ilerz45','Endurance_Intense_Vacuum_Leg(C)'
'1996','ilefq45','Advanced_Strength_Intense_Missile_Launcher_Leg(C)'
'1997','ilefr45','Fine_Intense_Missile_Launcher_Leg(C)'
